season,team,name,age,g,gs,mp,fgperc,reb,ast,stl,blk,tov,ptsg,ws,sal
2006,DET,Chauncey Billups,30,70,70,36.200001,0.42699999,3.4000001,7.1999998,1.2,0.2,2,17,11.4,6.3644
1998,PHX,Tom Gugliotta,29,43,43,36.299999,0.48300001,8.8999996,2.8,1.4,0.5,2,17,5.4000001,7.8
2007,PHI,Andre Miller,31,82,82,36.799999,0.49200001,4,6.9000001,1.3,0.1,2.5,17,8.3000002,9.366666
2003,POR,Rasheed Wallace,29,45,44,37.200001,0.442,6.5999999,2.5,0.80000001,1.6,1.9,17,3.9000001,17
2006,MIN,Ricky Davis,27,81,81,37.299999,0.465,3.9000001,4.8000002,1,0.30000001,2.5999999,17,5.6999998,6.3644
1998,CHA,Eddie Jones,27,30,30,38.599998,0.44600001,3.9000001,4.1999998,3,1.1,2.4000001,17,4,2.2
1996,MIN,Kevin Garnett,20,77,77,38.900002,0.49900001,8,3.0999999,1.4,2.0999999,2.3,17,7.3000002,1.666
2014,PHI,Tony Wroten,21,30,15,29.799999,0.403,2.9000001,5.1999998,1.6,0.30000001,3.8,16.9,0.30000001,1.21008
2006,LAC,Corey Maggette,27,75,31,30.5,0.454,5.9000001,2.8,0.89999998,0.2,2.7,16.9,7,7
2005,CHI,Ben Gordon,22,80,47,31,0.42199999,2.7,3,0.89999998,0.1,2.3,16.9,4.4000001,3.6102
2012,LAC,Chris Paul,27,70,70,33.400002,0.48100001,3.7,9.6999998,2.4000001,0.1,2.3,16.9,13.9,17.779458
2004,CLE,Zydrunas Ilgauskas,29,78,78,33.5,0.46799999,8.6000004,1.3,0.69999999,2.0999999,2.4000001,16.9,8.1000004,14.625
2013,BOS,Jeff Green,27,82,82,34.200001,0.412,4.5999999,1.7,0.69999999,0.60000002,2,16.9,3.3,8.965
2007,PHX,Steve Nash,33,81,81,34.299999,0.50400001,3.5,11.1,0.69999999,0.1,3.5999999,16.9,10.5,11.375
1999,LAC,Derek Anderson,25,64,58,34.400002,0.43799999,4,3.4000001,1.4,0.2,2.5999999,16.9,3.3,1.4394
2009,BKN,Devin Harris,26,64,61,34.700001,0.403,3.2,6.5999999,1.2,0.30000001,2.8,16.9,2.7,8.4
2015,MIL,Giannis Antetokounmpo,21,80,79,35.299999,0.50599998,7.6999998,4.3000002,1.2,1.4,2.5999999,16.9,7.0999999,1.95396
2003,DET,Chauncey Billups,27,78,78,35.400002,0.39399999,3.5,5.6999998,1.1,0.1,2.4000001,16.9,11.3,5.0006
2009,LAC,Eric Gordon,21,62,60,36,0.449,2.5999999,3,1.1,0.2,2.3,16.9,3.2,2.81988
2014,MIN,Andrew Wiggins,19,82,82,36.200001,0.43700001,4.5999999,2.0999999,1,0.60000002,2.2,16.9,2.0999999,5.51064
1997,LAL,Eddie Jones,26,80,80,36.400002,0.484,3.8,3.0999999,2,0.69999999,1.8,16.9,10.1,2
1999,PHX,Anfernee Hardaway,28,60,60,37.599998,0.47400001,5.8000002,5.3000002,1.6,0.60000002,2.5999999,16.9,7.8000002,9
2000,PHX,Jason Kidd,27,77,76,39.799999,0.41100001,6.4000001,9.8000002,2.2,0.30000001,3.7,16.9,9.6000004,7.68
1998,PHX,Jason Kidd,25,50,50,41.200001,0.44400001,6.8000002,10.8,2.3,0.40000001,3,16.9,8.1000004,6.041
2015,NOP,Jrue Holiday,25,65,23,28.200001,0.43900001,3,6,1.4,0.30000001,2.5999999,16.799999,3.4000001,10.595507
2002,LAC,Corey Maggette,23,64,57,31.299999,0.44400001,5,1.9,0.89999998,0.30000001,2.3,16.799999,5,2.069764
2011,OKC,James Harden,22,62,2,31.4,0.491,4.0999999,3.7,1,0.2,2.2,16.799999,9.3000002,4.60476
1998,LAC,Maurice Taylor,22,46,45,32.700001,0.461,5.3000002,1.5,0.30000001,0.60000002,2.5999999,16.799999,0.69999999,1.209
2010,WAS,Andray Blatche,24,64,63,33.900002,0.44499999,8.1999998,2.3,1.5,0.80000001,2.7,16.799999,2.4000001,5.9
2006,GSW,Stephen Jackson,28,38,37,34,0.44600001,3.3,4.5999999,1.3,0.40000001,2.7,16.799999,2.4000001,6.12
2004,POR,Shareef Abdur-Rahim,28,54,49,34.599998,0.50300002,7.3000002,2.0999999,0.89999998,0.5,2.2,16.799999,5.4000001,14.625
2006,POR,Brandon Roy,22,57,55,35.400002,0.456,4.4000001,4,1.2,0.2,2,16.799999,4.8000002,2.68188
1997,MIL,Terrell Brandon,27,50,48,35.700001,0.46399999,3.5,7.6999998,2.2,0.30000001,2.9000001,16.799999,5.0999999,1.46944
1996,OKC,Detlef Schrempf,34,61,60,35.900002,0.49200001,6.5,4.4000001,1,0.30000001,2.5,16.799999,8,3.333
2001,OKC,Rashard Lewis,22,71,70,36.400002,0.46799999,7,1.7,1.5,0.60000002,1.4,16.799999,8.6000004,4.413375
2001,ORL,Grant Hill,29,14,14,36.599998,0.426,8.8999996,4.5999999,0.60000002,0.30000001,2.5999999,16.799999,1.2,10.86525
2008,ORL,Hedo Turkoglu,29,77,77,36.599998,0.41299999,5.3000002,4.9000001,0.80000001,0.2,2.5999999,16.799999,7.3000002,6.8642
2008,CHI,Derrick Rose,20,81,80,37,0.47499999,3.9000001,6.3000002,0.80000001,0.2,2.5,16.799999,4.9000001,4.8228
2004,TOR,Chris Bosh,20,81,81,37.200001,0.47099999,8.8999996,1.9,0.89999998,1.4,2.3,16.799999,6.8000002,3.12972
2003,ATL,Jason Terry,26,81,78,37.299999,0.417,4.0999999,5.4000001,1.5,0.2,2.8,16.799999,5.0999999,8.333333
2008,LAC,Al Thornton,25,71,67,37.400002,0.44600001,5.1999998,1.5,0.80000001,0.89999998,1.8,16.799999,1.3,1.77624
2001,CHI,Ron Mercer,25,40,40,37.599998,0.39899999,3.9000001,3,0.80000001,0.30000001,2,16.799999,-1.1,6.75
2003,MIN,Latrell Sprewell,33,82,82,37.799999,0.40900001,3.8,3.5,1.1,0.30000001,1.9,16.799999,5.6999998,13.5
2005,TOR,Morris Peterson,28,82,77,38.299999,0.43599999,4.5999999,2.3,1.3,0.2,1.5,16.799999,5.9000001,4.55
1996,BOS,David Wesley,26,74,73,40.400002,0.46799999,3.5999999,7.3000002,2.2,0.2,2.9000001,16.799999,6.0999999,0.35
1997,IND,Rik Smits,31,73,69,28.6,0.495,6.9000001,1.4,0.5,1.2,1.8,16.700001,6.0999999,4
2013,SAS,Tony Parker,31,68,68,29.4,0.49900001,2.3,5.6999998,0.5,0.1,2.2,16.700001,5.9000001,12.5
2008,ORL,Jameer Nelson,26,42,42,31.200001,0.50300002,3.5,5.4000001,1.2,0.1,2,16.700001,6,7.7
1999,CHA,Derrick Coleman,32,74,64,31.700001,0.456,8.5,2.4000001,0.5,1.8,2.3,16.700001,6.5,7.37
2014,ATL,Paul Millsap,29,73,73,32.700001,0.47600001,7.8000002,3.0999999,1.8,0.89999998,2.3,16.700001,8.3000002,9.5
2000,GSW,Danny Fortson,24,6,6,33.799999,0.57999998,16.299999,0.80000001,0.30000001,0,1.7,16.700001,1.1,3.95
2002,BKN,Kenyon Martin,25,77,77,34.099998,0.47,8.3000002,2.4000001,1.3,0.89999998,2.5,16.700001,7.0999999,4.06716
2012,DEN,Ty Lawson,25,73,71,34.400002,0.461,2.7,6.9000001,1.5,0.1,2.5,16.700001,7.4000001,2.544529
2013,PHI,Michael Carter-Williams,22,70,70,34.5,0.405,6.1999998,6.3000002,1.9,0.60000002,3.5,16.700001,1.3,2.20092
2003,BKN,Kenyon Martin,26,65,62,34.599998,0.48800001,9.5,2.5,1.5,1.3,2.5999999,16.700001,6.6999998,5.128689
2011,TOR,DeMar DeRozan,22,63,63,35,0.42199999,3.3,2,0.80000001,0.30000001,2,16.700001,2.5,2.625
1999,ATL,Jim Jackson,29,79,76,35,0.41100001,5,2.9000001,0.69999999,0.1,2.3,16.700001,2.8,1.925
2006,DAL,Jason Terry,29,81,80,35.099998,0.484,2.9000001,5.1999998,1,0.2,1.9,16.700001,10.8,8.1
2002,NOP,David Wesley,32,73,73,37.099998,0.433,2.4000001,3.4000001,1.5,0.1,1.8,16.700001,7,3.6
2003,PHX,Joe Johnson,22,82,77,40.599998,0.43000001,4.6999998,4.4000001,1.1,0.30000001,2.4000001,16.700001,3.3,1.85016
1999,DAL,Cedric Ceballos,30,69,25,29.9,0.44600001,6.6999998,1.3,0.80000001,0.30000001,1.8,16.6,4,3.5
2011,WAS,Nick Young,26,40,32,30.299999,0.40599999,2.4000001,1.2,0.80000001,0.30000001,1.5,16.6,1.5,3.695857
2014,CHA,Al Jefferson,30,65,61,30.6,0.48100001,8.3999996,1.7,0.69999999,1.3,1,16.6,4.6999998,13.666667
2009,ORL,Vince Carter,33,75,74,30.799999,0.428,3.9000001,3.0999999,0.69999999,0.2,1.4,16.6,7.4000001,16.3
2003,PHI,Glenn Robinson,31,42,42,31.799999,0.44800001,4.5,1.4,1,0.2,2.5,16.6,1.6,10.73
2001,CLE,Lamond Murray,28,71,68,32.599998,0.43599999,5.1999998,2.2,1,0.60000002,2,16.6,4.0999999,3.75
2011,UTA,Paul Millsap,26,64,62,32.799999,0.495,8.8000002,2.3,1.8,0.80000001,1.8,16.6,7.8000002,8.103435
2009,DAL,Jason Terry,32,77,12,33,0.43799999,1.8,3.8,1.2,0.2,1.4,16.6,6.5,9.8625
2012,MIA,Chris Bosh,28,74,74,33.200001,0.53500003,6.8000002,1.7,0.89999998,1.4,1.7,16.6,9,17.545
2015,DET,Tobias Harris,23,27,25,33.400002,0.477,6.1999998,2.5999999,0.69999999,0.40000001,1.1,16.6,3.3,16
2014,NOP,Tyreke Evans,25,79,76,34.099998,0.447,5.3000002,6.5999999,1.3,0.5,3.0999999,16.6,4.5999999,10.7635
2004,SAS,Tony Parker,22,80,80,34.200001,0.48199999,3.7,6.0999999,1.2,0.1,2.7,16.6,8.1000004,1.545441
2009,DET,Rodney Stuckey,23,73,67,34.200001,0.405,3.8,4.8000002,1.4,0.2,2.2,16.6,2.7,1.80504
2015,MEM,Marc Gasol,31,52,52,34.400002,0.46399999,7,3.8,1,1.3,2.3,16.6,3.7,19.7
2014,MIA,Goran Dragic,28,26,26,34.799999,0.50199997,3.4000001,5.3000002,1.1,0.2,2.3,16.6,2.8,7.5
2006,CHI,Kirk Hinrich,26,80,80,35.5,0.44800001,3.4000001,6.3000002,1.3,0.30000001,2.4000001,16.6,10.1,3.192628
2012,GSW,Klay Thompson,22,82,82,35.799999,0.42199999,3.7,2.2,1,0.5,1.9,16.6,4.3000002,2.286
1996,DEN,Dale Ellis,36,82,51,35.900002,0.414,3.5999999,2,0.69999999,0.1,1.8,16.6,3.0999999,1.6
1999,OKC,Vin Baker,28,79,75,36.099998,0.45500001,7.6999998,1.9,0.60000002,0.80000001,2.7,16.6,3.5,9
1999,LAC,Lamar Odom,20,76,70,36.400002,0.43799999,7.8000002,4.1999998,1.2,1.3,3.4000001,16.6,3.2,2.44548
1995,DAL,Jason Kidd,22,81,81,37.5,0.38100001,6.8000002,9.6999998,2.2,0.30000001,4,16.6,4.3000002,3.588
2013,HOU,Chandler Parsons,25,74,74,37.599998,0.472,5.5,4,1.2,0.40000001,1.9,16.6,7.5999999,0.9265
2008,CHA,Gerald Wallace,26,71,71,37.599998,0.47999999,7.8000002,2.7,1.7,0.89999998,2.0999999,16.6,9.5,9.5
2003,HOU,Steve Francis,26,79,79,40.400002,0.403,5.5,6.1999998,1.8,0.40000001,3.7,16.6,7.0999999,10.96
2006,SAS,Manu Ginobili,29,75,36,27.5,0.46399999,4.4000001,3.5,1.5,0.40000001,2.0999999,16.5,10.6,8.254375
2009,SAS,Manu Ginobili,32,75,21,28.700001,0.44100001,3.8,4.9000001,1.4,0.30000001,2.0999999,16.5,9.6999998,10.72813
2012,LAC,Jamal Crawford,32,76,0,29.299999,0.43799999,1.7,2.5,1,0.2,1.9,16.5,5.4000001,5
2014,SAS,Kawhi Leonard,23,64,64,31.799999,0.479,7.1999998,2.5,2.3,0.80000001,1.5,16.5,8.6000004,2.894059
2015,CHI,Pau Gasol,35,72,72,31.799999,0.46900001,11,4.0999999,0.60000002,2,2.3,16.5,7.0999999,7.44876
2013,ATL,Jeff Teague,25,79,79,32.200001,0.43799999,2.5999999,6.6999998,1.1,0.2,2.9000001,16.5,5.1999998,8
2009,PHX,Steve Nash,35,81,81,32.799999,0.50700003,3.3,11,0.5,0.1,3.5999999,16.5,9.8999996,13.125
2006,GSW,Monta Ellis,21,77,53,34.299999,0.47499999,3.2,4.0999999,1.7,0.30000001,2.9000001,16.5,4,0.664209
2011,SAC,Tyreke Evans,22,63,61,34.299999,0.45300001,4.5999999,4.5,1.3,0.5,2.7,16.5,2.7,4.15164
2010,ATL,Josh Smith,25,77,77,34.400002,0.477,8.5,3.3,1.3,1.6,2.5999999,16.5,6.4000001,11.6
2004,DET,Chauncey Billups,28,80,80,35.799999,0.442,3.4000001,5.8000002,1,0.1,2.3,16.5,12.1,5.4552
1998,DEN,Nick Van Exel,27,50,50,36,0.398,2.3,7.4000001,0.80000001,0.1,2.4000001,16.5,2.2,1.9
2012,ORL,Arron Afflalo,27,64,64,36,0.43900001,3.7,3.2,0.60000002,0.2,2.2,16.5,2,7.75
2010,GSW,David Lee,27,73,73,36.099998,0.50700003,9.8000002,3.2,1,0.40000001,2.3,16.5,6,10.8
2010,BOS,Ray Allen,35,80,80,36.099998,0.491,3.4000001,2.7,1,0.2,1.5,16.5,10,10
2001,IND,Reggie Miller,36,79,79,36.599998,0.45300001,2.8,3.2,1.1,0.1,1.5,16.5,9.5,12.045075
2008,OKC,Jeff Green,22,78,78,36.799999,0.44600001,6.6999998,2,1,0.40000001,2.2,16.5,4.1999998,3.28764
2000,GSW,Larry Hughes,22,50,45,36.900002,0.38299999,5.5,4.5,1.9,0.60000002,3,16.5,0.60000002,1.84248
2005,SAC,Peja Stojakovic,28,31,31,37,0.403,5.3000002,2.2,0.60000002,0.1,1.6,16.5,2.4000001,7.5
2003,UTA,Andrei Kirilenko,22,78,78,37.099998,0.44299999,8.1000004,3.0999999,1.9,2.8,2.8,16.5,11.6,0.9558
2001,CLE,Andre Miller,25,81,81,37.299999,0.454,4.6999998,10.9,1.6,0.40000001,3,16.5,10.3,1.93452
1997,TOR,Doug Christie,27,78,78,37.700001,0.428,5.1999998,3.5999999,2.4000001,0.69999999,2.9000001,16.5,4,2.012767
2012,CHI,Luol Deng,27,75,75,38.700001,0.426,6.3000002,3,1.1,0.40000001,1.9,16.5,6.3000002,13.305
2014,LAC,J.J. Redick,30,78,78,30.9,0.477,2.0999999,1.8,0.5,0.1,1.2,16.4,6.6999998,6.5835
2015,CHI,Derrick Rose,27,66,66,31.799999,0.42699999,3.4000001,4.6999998,0.69999999,0.2,2.7,16.4,0.40000001,20.093063
2015,UTA,Derrick Favors,24,62,59,32,0.51499999,8.1000004,1.5,1.2,1.5,1.7,16.4,7.0999999,11.933333
2006,BKN,Nenad Krstic,23,26,26,32.599998,0.52600002,6.8000002,1.8,0.40000001,0.89999998,2,16.4,1.9,1.08048
1997,ORL,Anfernee Hardaway,26,19,15,32.900002,0.377,4,3.5999999,1.5,0.80000001,2.4000001,16.4,1.1,7.58
2008,PHX,Jason Richardson,28,58,57,33.099998,0.48800001,4.5,1.9,1.1,0.40000001,1.2,16.4,4.6999998,12.222221
1998,NYK,Latrell Sprewell,28,37,4,33.299999,0.41499999,4.1999998,2.5,1.2,0.1,2.0999999,16.4,3,8.3
2003,NYK,Keith Van Horn,28,47,47,33.5,0.44499999,7.3000002,1.8,1.1,0.40000001,2.5,16.4,3.9000001,13.27975
2000,PHX,Clifford Robinson,34,82,82,33.5,0.42199999,4.0999999,2.9000001,1.1,1,2.3,16.4,5.4000001,6.89
2014,CLE,Kevin Love,26,75,75,33.799999,0.43399999,9.6999998,2.2,0.69999999,0.5,1.6,16.4,8.6999998,15.719062
2013,POR,Wesley Matthews,27,82,82,33.900002,0.44100001,3.5,2.4000001,0.89999998,0.2,1.3,16.4,8.1999998,6.87548
1997,HOU,Hakeem Olajuwon,35,47,45,34.700001,0.48300001,9.8000002,3,1.8,2,2.7,16.4,4.5,11.156
2011,DEN,Ty Lawson,24,61,61,34.799999,0.48800001,3.7,6.5999999,1.3,0.1,2.4000001,16.4,6.9000001,1.65444
1998,PHX,Clifford Robinson,32,50,35,34.799999,0.47499999,4.5,2.5999999,1.5,1.2,1.8,16.4,5.3000002,3.5
1999,POR,Rasheed Wallace,25,81,77,35.099998,0.51899999,7,1.8,1.1,1.3,1.9,16.4,9.3000002,10.8
2007,NOP,Peja Stojakovic,30,77,77,35.200001,0.44,4.3000002,1.2,0.69999999,0.1,0.80000001,16.4,8.1000004,11.664
2007,MEM,Mike Miller,27,70,70,35.299999,0.50199997,6.6999998,3.4000001,0.5,0.2,2.5999999,16.4,5,8.376194
2013,DET,Josh Smith,28,77,76,35.5,0.419,6.8000002,3.3,1.4,1.4,2.5999999,16.4,1.1,13.5
2005,IND,Stephen Jackson,27,81,81,35.900002,0.41100001,3.9000001,2.8,1.3,0.5,2.5,16.4,4.4000001,5.61
1996,TOR,Walt Williams,26,73,73,36.299999,0.42699999,5,2.7,1.3,0.80000001,2.4000001,16.4,5.4000001,0.2475
1996,BKN,Kerry Kittles,22,82,57,36.700001,0.426,3.9000001,3,1.9,0.40000001,1.5,16.4,6.9000001,1.356
2006,ATL,Josh Smith,21,72,72,36.799999,0.43900001,8.6000004,3.3,1.4,2.9000001,3.2,16.4,4.4000001,1.46064
2006,NYK,Stephon Marbury,29,74,74,37.099998,0.41499999,2.9000001,5.4000001,1,0.1,2.4000001,16.4,5.9000001,17.184375
2002,ORL,Mike Miller,22,49,39,37.299999,0.41800001,5.8000002,2.8,0.69999999,0.30000001,2,16.4,3,2.66808
2004,LAC,Bobby Simmons,24,75,74,37.299999,0.46599999,5.9000001,2.7,1.4,0.2,1.8,16.4,6.8000002,0.825
2010,WAS,John Wall,20,69,64,37.799999,0.40900001,4.5999999,8.3000002,1.8,0.5,3.8,16.4,2.2,5.14428
2010,GSW,Dorell Wright,25,82,82,38.400002,0.42300001,5.3000002,3,1.5,0.80000001,1.6,16.4,5.8000002,3.5
2001,NYK,Latrell Sprewell,32,74,73,38.599998,0.403,3.9000001,4.5,1.4,0.30000001,2.3,16.4,2.8,11.25
2002,NYK,Latrell Sprewell,32,74,73,38.599998,0.403,3.9000001,4.5,1.4,0.30000001,2.3,16.4,3.2,12.375
2015,LAC,J.J. Redick,31,75,75,28,0.47999999,1.9,1.4,0.60000002,0.1,1,16.299999,6.6999998,6.867
2005,UTA,Carlos Boozer,24,33,19,31.1,0.54900002,8.6000004,2.7,0.89999998,0.2,2.0999999,16.299999,3.5,11.593816
2010,WAS,Jordan Crawford,22,26,18,33.299999,0.38999999,3,3.9000001,1.4,0.1,2.5999999,16.299999,-0.30000001,1.04232
1997,MEM,Bryant Reeves,24,74,74,34.099998,0.523,7.9000001,2.0999999,0.5,1.1,2.0999999,16.299999,4.9000001,1.91568
2009,BOS,Ray Allen,34,80,80,35.200001,0.477,3.2,2.5999999,0.80000001,0.30000001,1.6,16.299999,7.9000001,18.77686
2008,MIN,Randy Foye,25,70,61,35.599998,0.40700001,3.0999999,4.3000002,1,0.40000001,2.0999999,16.299999,3.0999999,2.81556
2006,BKN,Richard Jefferson,26,55,53,35.599998,0.456,4.4000001,2.7,0.60000002,0.1,2.2,16.299999,3.4000001,11.2
2011,WAS,John Wall,21,66,66,36.200001,0.42300001,4.5,8,1.4,0.89999998,3.9000001,16.299999,3.5,5.53008
1998,NYK,Allan Houston,27,50,50,36.299999,0.41800001,3,2.7,0.69999999,0.2,2.5999999,16.299999,2.9000001,7
2008,PHI,Andre Miller,32,82,82,36.299999,0.47299999,4.5,6.5,1.3,0.2,2.4000001,16.299999,8.8000002,10.333334
2005,NYK,Stephon Marbury,28,60,60,36.599998,0.45100001,2.9000001,6.4000001,1.1,0.1,2.5999999,16.299999,3.9000001,16.453125
2012,BKN,Joe Johnson,31,72,72,36.700001,0.42300001,3,3.5,0.69999999,0.2,1.7,16.299999,5.0999999,19.752645
2000,MEM,Michael Dickerson,25,70,69,37.400002,0.417,3.3,3.3,0.89999998,0.40000001,2.3,16.299999,1.8,1.3104
2008,MIL,Charlie Villanueva,24,78,47,26.9,0.447,6.6999998,1.8,0.60000002,0.69999999,1.8,16.200001,4.9000001,3.44805
1995,TOR,Tracy Murray,24,82,37,30,0.454,4.3000002,1.6,1.1,0.5,1.6,16.200001,4.9000001,0.25
2012,NOP,Ryan Anderson,24,81,22,30.9,0.42300001,6.4000001,1.2,0.5,0.40000001,1.2,16.200001,6.5,8.7
2002,DET,Chauncey Billups,26,74,74,31.4,0.421,3.7,3.9000001,0.89999998,0.2,1.8,16.200001,9.8999996,4.546
1999,ORL,Darrell Armstrong,31,82,82,31.6,0.433,3.3,6.0999999,2.0999999,0.1,3,16.200001,8,4.125
2013,MIA,Chris Bosh,29,79,79,32,0.51599997,6.5999999,1.1,1,1,1.6,16.200001,8,19.0675
2012,CHI,Carlos Boozer,31,79,79,32.200001,0.477,9.8000002,2.3,0.80000001,0.40000001,2.2,16.200001,5.6999998,15
2008,UTA,Carlos Boozer,27,37,37,32.400002,0.49000001,10.4,2.0999999,1.1,0.2,2.0999999,16.200001,2.5999999,11.593817
2012,DEN,Danilo Gallinari,24,71,71,32.5,0.41800001,5.1999998,2.5,0.89999998,0.5,1.6,16.200001,7.1999998,9.439
2009,HOU,Luis Scola,29,82,82,32.599998,0.514,8.6000004,2.0999999,0.80000001,0.30000001,2,16.200001,6.3000002,3.3756
2015,DET,Andre Drummond,22,81,81,32.900002,0.52100003,14.8,0.80000001,1.5,1.4,1.9,16.200001,7.4000001,3.272091
1995,PHI,Vernon Maxwell,30,75,57,32.900002,0.38999999,3.0999999,4.4000001,1.3,0.2,2.9000001,16.200001,0.89999998,1
2000,WAS,Mitch Richmond,35,37,30,32.900002,0.40700001,2.9000001,3,1.2,0.2,2.3,16.200001,1.6,10
1997,DET,Bison Dele,28,78,78,33.599998,0.51099998,8.8999996,1.2,0.89999998,0.69999999,2.3,16.200001,6.9000001,4.05
2010,MIL,Brandon Jennings,21,63,61,34.400002,0.38999999,3.7,4.8000002,1.5,0.30000001,2.3,16.200001,3.9000001,2.33112
2003,MIA,Dwyane Wade,22,61,56,34.900002,0.465,4,4.5,1.4,0.60000002,3.2,16.200001,4.5999999,2.6364
1995,MIN,Tom Gugliotta,26,78,78,36.299999,0.47099999,8.8000002,3.0999999,1.8,1.2,3,16.200001,5.3000002,4.5
2013,UTA,Gordon Hayward,23,77,77,36.400002,0.41299999,5.0999999,5.1999998,1.4,0.5,2.8,16.200001,3.5999999,3.452183
2003,UTA,Matt Harpring,27,31,31,36.599998,0.47099999,8,2,0.69999999,0.1,2.0999999,16.200001,2.8,4.29
2006,UTA,Deron Williams,22,80,80,36.900002,0.456,3.3,9.3000002,1,0.2,3.0999999,16.200001,7.1999998,3.74904
1996,MEM,Bryant Reeves,23,75,75,37,0.486,8.1000004,2.0999999,0.40000001,0.89999998,2.3,16.200001,2.4000001,1.695
1995,LAC,Loy Vaught,27,80,78,37.099998,0.52499998,10.1,1.4,1.1,0.5,2,16.200001,6.3000002,3
2005,ORL,Steve Francis,28,46,45,37.700001,0.433,4.8000002,5.6999998,1.1,0.2,3.4000001,16.200001,2.9000001,13.7
2003,TOR,Donyell Marshall,30,66,66,39.099998,0.46700001,10.7,1.4,1.2,1.6,1.4,16.200001,9.8000002,4.605196
2003,TOR,Jalen Rose,31,50,50,39.400002,0.41,4,5.5,0.80000001,0.40000001,3.4000001,16.200001,1.3,13.27975
1996,CHA,Anthony Mason,30,73,73,43.099998,0.52499998,11.4,5.6999998,1,0.5,2.3,16.200001,11.4,2.777
2004,CHI,Eddy Curry,22,63,60,28.700001,0.53799999,5.4000001,0.60000002,0.30000001,0.89999998,2.5999999,16.1,4.3000002,3.896402
2014,IND,George Hill,28,43,36,29.5,0.477,4.1999998,5.0999999,1,0.30000001,1.6,16.1,5.4000001,8
1997,HOU,Kevin Willis,35,81,74,31.200001,0.50999999,8.3999996,1,0.69999999,0.5,2.0999999,16.1,6,1.8
2011,ORL,Ryan Anderson,23,61,61,32.200001,0.43900001,7.6999998,0.89999998,0.80000001,0.40000001,0.89999998,16.1,8.8999996,2.244601
1999,GSW,Chris Mills,30,20,11,32.5,0.421,6.1999998,2.4000001,0.89999998,0.2,1.3,16.1,1.2,4.2
2014,MEM,Zach Randolph,33,71,71,32.5,0.48699999,10.5,2.2,1,0.2,2.2,16.1,7.1999998,16.5
1996,POR,Isaiah Rider,25,76,68,33.700001,0.46399999,4,2.5999999,0.60000002,0.30000001,2.8,16.1,5,3.61
2008,LAC,Eric Gordon,20,78,65,34.299999,0.456,2.5999999,2.8,1,0.40000001,2.0999999,16.1,4.5999999,2.6232
2009,OKC,Russell Westbrook,21,82,82,34.299999,0.41800001,4.9000001,8,1.3,0.40000001,3.3,16.1,6.0999999,3.75564
2014,SAC,Darren Collison,27,45,45,34.799999,0.47299999,3.2,5.5999999,1.5,0.30000001,2.5,16.1,3.8,4.797664
2005,NOP,Chris Paul,20,78,78,36,0.43000001,5.0999999,7.8000002,2.2,0.1,2.3,16.1,10.4,3.14424
1998,HOU,Charles Barkley,35,42,40,36.299999,0.47799999,12.3,4.5999999,1,0.30000001,2.4000001,16.1,6.8000002,1
1999,DEN,Nick Van Exel,28,79,79,37.299999,0.38999999,3.9000001,9,0.89999998,0.1,2.8,16.1,4.9000001,8.354614
2000,MIA,Anthony Mason,34,80,80,40.700001,0.48199999,9.6000004,3.0999999,1,0.30000001,2.2,16.1,11.6,5.55
2004,SAS,Manu Ginobili,27,74,74,29.6,0.47099999,4.4000001,3.9000001,1.6,0.40000001,2.3,16,11,6.6035
1998,DAL,Gary Trent,24,45,23,30.299999,0.477,7.8000002,1.7,0.60000002,0.5,1.5,16,4,1
2014,UTA,Derrick Favors,23,74,74,30.799999,0.52499998,8.1999998,1.5,0.80000001,1.7,1.6,16,8.3000002,12.833333
2009,SAS,Tony Parker,27,56,50,30.9,0.48699999,2.4000001,5.6999998,0.5,0.1,2.7,16,3.5999999,12.6
2015,CLE,Kevin Love,27,77,77,31.5,0.419,9.8999996,2.4000001,0.80000001,0.5,1.8,16,8.5,19.5
2004,ORL,Cuttino Mobley,29,23,21,31.6,0.43200001,2.7,1.8,1,0.40000001,1.8,16,1.5,5.8845
1997,POR,Arvydas Sabonis,33,73,73,32,0.493,10,3,0.89999998,1.1,2.5999999,16,9.6999998,3.08
2006,GSW,Jason Richardson,26,51,49,32.799999,0.417,5.0999999,3.4000001,1.1,0.60000002,1.6,16,3,9.999999
2004,BOS,Ricky Davis,25,82,11,32.900002,0.46200001,3,3,1.1,0.30000001,2.5,16,4.1999998,5.4552
2015,ORL,Victor Oladipo,23,72,52,33,0.43799999,4.8000002,3.9000001,1.6,0.80000001,2.0999999,16,4.9000001,5.19252
2012,DET,Greg Monroe,22,81,81,33.200001,0.486,9.6000004,3.5,1.3,0.69999999,2.9000001,16,5.9000001,4.086454
2006,BOS,Al Jefferson,22,69,60,33.599998,0.514,11,1.3,0.69999999,1.5,2,16,6.5999999,1.61832
1997,PHI,Jerry Stackhouse,23,22,22,34,0.45199999,3.5,3,1.4,1,3.4000001,16,0.89999998,2.58336
2008,NYK,David Lee,25,81,74,34.900002,0.54900002,11.7,2.0999999,1,0.30000001,1.9,16,9,1.788033
1996,DAL,Michael Finley,23,56,36,35.599998,0.43200001,4.5,2.8,0.89999998,0.40000001,2.0999999,16,2.7,0.723
2000,MIN,Terrell Brandon,30,78,78,36.200001,0.45100001,3.8,7.5,2.0999999,0.30000001,2,16,8.5,8.33
