season,team,name,age,g,gs,mp,fgperc,reb,ast,stl,blk,tov,ptsg,ws,sal
2014,PHI,Nerlens Noel,20,75,71,30.799999,0.46200001,8.1000004,1.7,1.8,1.9,1.9,9.8999996,4,3.31512
2004,MEM,Shane Battier,26,80,72,31.5,0.442,5.1999998,1.6,1.1,1,0.89999998,9.8999996,7.8000002,3.212402
2008,MIN,Mike Miller,28,73,47,32.299999,0.48199999,6.5999999,4.5,0.40000001,0.40000001,2,9.8999996,4.1999998,9.028575
2000,NYK,Larry Johnson,31,65,65,32.400002,0.41100001,5.5999999,2,0.60000002,0.40000001,1.5,9.8999996,4.0999999,11
2004,LAC,Marko Jaric,26,50,41,33.099998,0.414,3.2,6.0999999,1.7,0.30000001,2,9.8999996,2.8,2.1
2005,HOU,David Wesley,35,71,59,33.400002,0.403,2.5,2.9000001,0.80000001,0.1,1.7,9.8999996,3.5999999,5.07
2007,DAL,Jason Kidd,34,29,29,34.900002,0.426,6.5,9.5,2.0999999,0.40000001,2.8,9.8999996,3.3,19.728
2015,PHI,Carl Landry,32,36,12,15.8,0.55599999,4.0999999,0.89999998,0.30000001,0.30000001,0.60000002,9.8000002,2.0999999,6.5
2005,PHX,Eddie House,27,81,0,17.5,0.42199999,1.6,1.8,0.5,0.1,0.89999998,9.8000002,1.6,0.83581
2012,DET,Will Bynum,30,65,0,18.799999,0.46900001,1.5,3.5999999,0.69999999,0.1,1.9,9.8000002,1.7,2.790343
2009,CLE,Sebastian Telfair,24,4,0,19.299999,0.45699999,1,3,0.5,0,1.5,9.8000002,0.1,2.5
2015,WAS,Gary Neal,31,40,2,20.200001,0.465,2.0999999,1.2,0.5,0,0.69999999,9.8000002,1.4,2.1
2010,SAS,Gary Neal,26,80,1,21.1,0.45100001,2.5,1.2,0.30000001,0.1,1,9.8000002,3.5,0.525
1997,BOS,Dana Barros,30,80,15,21.1,0.461,1.9,3.5999999,1,0.1,1.3,9.8000002,5.5999999,3.4
2007,UTA,Kyle Korver,26,50,0,21.5,0.47400001,2,1.4,0.40000001,0.5,0.89999998,9.8000002,3.2,4.4
1999,CHI,Chris Carr,25,50,2,21.799999,0.40000001,3.2,1.6,0.60000002,0.30000001,2.2,9.8000002,-0.30000001,0.03
2012,CHI,Richard Hamilton,34,50,45,21.799999,0.42899999,1.7,2.4000001,0.5,0.1,1.7,9.8000002,0.40000001,5
2007,BKN,Bostjan Nachbar,27,75,1,22.1,0.40200001,3.5,1.2,0.60000002,0.30000001,1.1,9.8000002,2.2,2.5
2010,HOU,Chase Budinger,22,78,22,22.299999,0.42500001,3.5999999,1.6,0.5,0.2,0.89999998,9.8000002,3.4000001,0.780871
2010,BOS,Jeff Green,24,26,2,23.5,0.48500001,3.3,0.69999999,0.5,0.60000002,0.89999998,9.8000002,1.5,4.455988
2005,CHA,Melvin Ely,27,57,22,23.6,0.50800002,4.9000001,1.3,0.5,0.80000001,1.8,9.8000002,2,2.401027
2001,WAS,Courtney Alexander,24,56,28,23.700001,0.47,2.5999999,1.5,0.60000002,0.1,1.1,9.8000002,2.2,1.4184
2010,MIN,Martell Webster,24,46,1,23.799999,0.447,3.2,1.2,0.60000002,0.2,1.3,9.8000002,1.8,4.8
2006,GSW,Matt Barnes,26,76,23,23.9,0.43799999,4.5999999,2.0999999,1,0.5,1.4,9.8000002,3.7,0.771331
2014,CLE,Anderson Varejao,32,26,26,24.5,0.55500001,6.5,1.3,0.69999999,0.60000002,1.3,9.8000002,1.9,9.704595
2010,LAC,Randy Foye,27,63,24,24.6,0.38800001,1.6,2.7,0.69999999,0.30000001,1.5,9.8000002,1.7,4.25
1996,TOR,Carlos Rogers,25,56,3,24.9,0.52499998,5.4000001,0.69999999,0.80000001,1.2,0.89999998,9.8000002,4,1.144
2004,LAL,Chris Mihm,25,75,75,24.9,0.50700003,6.6999998,0.69999999,0.2,1.4,1.5,9.8000002,3.5999999,3.371393
1999,MIN,Anthony Peeler,30,82,22,25.299999,0.43599999,2.8,2.4000001,0.80000001,0.1,1,9.8000002,4.0999999,2.4955
2014,TOR,Terrence Ross,23,82,61,25.5,0.41,2.8,1,0.60000002,0.30000001,0.80000001,9.8000002,2.4000001,2.79396
2009,BKN,Chris Douglas-Roberts,23,67,38,25.799999,0.44499999,3,1.4,0.80000001,0.30000001,1.4,9.8000002,0.69999999,0.736
2013,SAC,Greivis Vasquez,27,18,18,25.799999,0.433,1.9,5.3000002,0.30000001,0.1,1.5,9.8000002,0.89999998,2.150188
2011,MEM,Tony Allen,30,58,57,26.299999,0.46900001,4,1.4,1.8,0.60000002,1.6,9.8000002,4.1999998,3.15
2011,GSW,Brandon Rush,26,65,1,26.4,0.50099999,3.9000001,1.4,0.5,0.89999998,1,9.8000002,3.5,2.956658
2006,BKN,Mikki Moore,31,79,55,26.4,0.60900003,5.0999999,0.89999998,0.60000002,0.80000001,1.4,9.8000002,5.6999998,1.071225
2012,MIL,Larry Sanders,24,71,55,27.299999,0.50599998,9.5,1.2,0.69999999,2.8,1.2,9.8000002,6,1.99176
2002,PHX,Joe Johnson,21,82,34,27.5,0.39700001,3.2,2.5999999,0.80000001,0.2,1.3,9.8000002,2.8,1.72956
2002,CLE,Jumaine Jones,23,80,12,27.6,0.43399999,5.0999999,1.4,0.80000001,0.30000001,1.3,9.8000002,2.9000001,1.419026
2015,OKC,Dion Waiters,24,78,15,27.6,0.39899999,2.5999999,2,1,0.2,1.5,9.8000002,2.0999999,5.13843
1998,ATL,Grant Long,32,50,13,27.6,0.421,5.9000001,1.1,1.1,0.30000001,1.5,9.8000002,4.9000001,2.977
2008,MIN,Sebastian Telfair,23,75,43,27.9,0.38299999,1.7,4.5999999,1,0.2,1.9,9.8000002,0.80000001,2.3
2015,PHI,Hollis Thompson,24,77,17,28,0.39700001,3.5,1.3,0.5,0.30000001,1,9.8000002,1.2,0.947276
2000,PHX,Anfernee Hardaway,29,4,4,28,0.417,4.5,3.8,1.5,0.30000001,0.80000001,9.8000002,0.40000001,10.13
2002,BOS,Tony Delk,29,67,39,28,0.41600001,3.5,2.2,1.1,0.1,1,9.8000002,4.5999999,2.7
2011,MIA,Mario Chalmers,25,64,64,28.5,0.44800001,2.7,3.5,1.5,0.2,2.2,9.8000002,4.3000002,4
2007,OKC,Nick Collison,27,78,35,28.5,0.50199997,9.3999996,1.4,0.60000002,0.80000001,1.5,9.8000002,4.5,5.75
2000,TOR,Alvin Williams,26,82,34,29.200001,0.43000001,2.5999999,5,1.5,0.30000001,1.3,9.8000002,5.4000001,2.1
2013,MIA,Mario Chalmers,27,73,73,29.799999,0.454,2.9000001,4.9000001,1.6,0.2,2.2,9.8000002,4.8000002,4
2010,TOR,Jose Calderon,29,68,55,30.9,0.44,3,8.8999996,1.2,0.1,2.2,9.8000002,3.7,9
1999,LAC,Michael Olowokandi,24,80,77,31.200001,0.43700001,8.1999998,0.5,0.40000001,1.8,2.2,9.8000002,-0.80000001,3.45624
2000,PHI,Eric Snow,27,50,50,34.799999,0.41800001,3.3,7.4000001,1.5,0.1,2.5,9.8000002,3.8,3.38
2004,DEN,Voshon Lenard,31,3,1,18,0.38499999,2,2,0.30000001,0,0.69999999,9.6999998,0.1,3.25
1995,IND,Ricky Pierce,36,76,2,18.5,0.447,1.8,1.3,0.80000001,0.1,1.2,9.6999998,3.0999999,1
2008,HOU,Von Wafer,23,63,11,19.4,0.447,1.8,1.1,0.60000002,0.1,0.89999998,9.6999998,2.5999999,0.826269
2005,ATL,Salim Stoudamire,23,61,1,20.299999,0.41499999,1.9,1.2,0.40000001,0,1.3,9.6999998,1.2,0.675
2013,LAL,Jordan Hill,26,72,32,20.799999,0.54900002,7.4000001,0.80000001,0.40000001,0.89999998,1,9.6999998,4.4000001,3.5636
2011,TOR,Linas Kleiza,27,49,3,21.6,0.40200001,4.0999999,0.89999998,0.5,0.1,1.3,9.6999998,1.5,4.605
1999,PHI,Matt Geiger,30,65,20,21.6,0.44100001,6,0.60000002,0.40000001,0.30000001,1.4,9.6999998,2.5999999,6.88952
2002,LAC,Eric Piatkowski,32,62,26,21.9,0.47099999,2.5,1.1,0.5,0.1,0.89999998,9.6999998,3.5999999,3
2013,PHX,Marcus Morris,24,82,1,22,0.442,3.9000001,1.1,0.89999998,0.2,1.2,9.6999998,4.1999998,1.98732
1995,LAL,Anthony Peeler,26,73,12,22,0.45199999,1.9,1.6,0.80000001,0.1,0.80000001,9.6999998,3.7,1.33
2002,MEM,Stromile Swift,23,67,26,22.1,0.48100001,5.6999998,0.69999999,0.80000001,1.6,1.5,9.6999998,3.3,3.639
1996,MIA,Isaac Austin,27,82,17,22.9,0.50199997,5.8000002,1.2,0.5,0.5,2,9.6999998,4,0.2475
2002,TOR,Lindsey Hunter,32,29,0,23.200001,0.35100001,2,2.4000001,1.2,0.2,2,9.6999998,-0.60000002,3.870912
2011,CHI,C.J. Watson,27,49,25,23.700001,0.368,2.0999999,4.0999999,0.89999998,0.2,2,9.6999998,2.5999999,3.4
2010,SAC,Francisco Garcia,29,58,34,23.9,0.43599999,2.3,1.2,0.89999998,0.80000001,0.80000001,9.6999998,3,5.5
2001,BKN,Todd MacCulloch,26,62,61,24.200001,0.53100002,6.0999999,1.3,0.40000001,1.4,1.1,9.6999998,5.5999999,4.538
2008,OKC,Nenad Krstic,25,46,29,24.799999,0.46900001,5.5,0.60000002,0.5,1.1,1,9.6999998,1.7,4.778548
2013,POR,Mo Williams,31,74,0,24.799999,0.417,2.0999999,4.3000002,0.69999999,0.1,2,9.6999998,2.2,2.652
2002,ATL,Dion Glover,24,76,42,24.9,0.42699999,3.7,1.9,0.89999998,0.2,1.4,9.6999998,2.5999999,1.584312
1998,ORL,Isaac Austin,29,49,49,25.700001,0.40799999,4.8000002,1.8,1,0.69999999,2.3,9.6999998,1.2,5
2012,WAS,Emeka Okafor,30,79,77,26,0.477,8.8000002,1.2,0.60000002,1,1.4,9.6999998,4.5,13.49
2001,ATL,Nazr Mohammed,24,82,73,26.4,0.461,7.9000001,0.40000001,0.80000001,0.69999999,1.4,9.6999998,3.3,4.5
2006,HOU,Juwan Howard,33,80,38,26.5,0.465,5.9000001,1.6,0.40000001,0.1,1.4,9.6999998,4.9000001,6.3921
2015,PHI,Jerami Grant,21,77,52,26.799999,0.419,4.6999998,1.8,0.69999999,1.6,1.4,9.6999998,2.0999999,0.845059
2013,NOP,Jason Smith,27,31,27,26.799999,0.465,5.8000002,0.89999998,0.40000001,0.89999998,0.89999998,9.6999998,0.89999998,2.5
2008,BKN,Keyon Dooling,28,77,18,26.9,0.43599999,2,3.5,0.89999998,0.1,1.4,9.6999998,3.7,3.3
1997,NYK,Chris Mills,28,80,29,27.299999,0.433,5.0999999,1.7,0.60000002,0.40000001,1.3,9.6999998,5.0999999,3
2010,WAS,Maurice Evans,32,26,12,27.4,0.43900001,2.8,0.60000002,0.69999999,0.30000001,0.69999999,9.6999998,0.89999998,2.5
2011,DEN,Andre Miller,35,66,7,27.4,0.43799999,3.3,6.6999998,1,0.1,2.7,9.6999998,2.9000001,7.807728
1998,SAS,Mario Elie,35,47,37,27.5,0.47099999,2.9000001,1.9,1,0.30000001,1.3,9.6999998,4.5,1.75
2004,ATL,Josh Smith,19,74,59,27.700001,0.45500001,6.1999998,1.7,0.80000001,1.9,1.8,9.6999998,2.4000001,1.27008
2013,WAS,Martell Webster,27,78,13,27.700001,0.433,2.8,1.2,0.5,0.2,0.69999999,9.6999998,5,5.15
2009,BKN,Rafer Alston,33,27,13,28.4,0.34299999,2.8,3.9000001,1,0.2,2.3,9.6999998,-0.80000001,4.3
2007,MIL,Desmond Mason,30,59,56,28.799999,0.48199999,4.3000002,2.0999999,0.69999999,0.5,1.4,9.6999998,1.5,5
2008,SAS,Michael Finley,35,81,77,28.799999,0.43700001,3.3,1.4,0.5,0.2,0.80000001,9.6999998,4.4000001,2.5
2008,WAS,Brendan Haywood,29,6,5,29.200001,0.47999999,7.3000002,1.3,0.69999999,2.5,1.5,9.6999998,0.2,5.5
1996,MIL,Sherman Douglas,30,79,79,29.299999,0.50199997,2.4000001,5.4000001,1,0.1,1.9,9.6999998,4.5999999,3.594
2014,MIN,Gorgui Dieng,25,73,49,30,0.50599998,8.3000002,2,1,1.7,1.7,9.6999998,4.9000001,1.41348
2002,MEM,Shane Battier,24,78,47,30.6,0.48300001,4.4000001,1.3,1.3,1.1,0.89999998,9.6999998,6.1999998,2.3682
2010,NYK,Landry Fields,22,82,81,31,0.49700001,6.4000001,1.9,1,0.2,1.3,9.6999998,5.3000002,0.473604
2013,NYK,Raymond Felton,29,65,65,31,0.39500001,3,5.5999999,1.2,0.40000001,2,9.6999998,2.2,3.637073
2006,PHX,Boris Diaw,24,73,59,31.1,0.53799999,4.3000002,4.8000002,0.40000001,0.5,2.0999999,9.6999998,4.5999999,1.870501
2000,BOS,Bryant Stith,30,78,74,32.099998,0.40099999,3.5999999,2.2,1.2,0.2,1.2,9.6999998,4.8000002,5.92
2002,TOR,Jerome Williams,29,71,63,33,0.49900001,9.1999998,1.3,1.6,0.40000001,1.4,9.6999998,5.4000001,5.25
1998,SAS,Avery Johnson,33,50,50,33.400002,0.47299999,2.4000001,7.4000001,1,0.2,2.2,9.6999998,3.9000001,3
2004,DET,Ben Wallace,30,74,74,36.099998,0.45300001,12.2,1.7,1.4,2.4000001,1.1,9.6999998,8.5,7
2013,ATL,Mike Scott,25,80,6,18.5,0.479,3.5999999,0.89999998,0.40000001,0.1,1,9.6000004,2.5999999,0.788872
2010,PHX,Aaron Brooks,26,25,5,18.9,0.43000001,1.1,4.1999998,0.5,0,1.8,9.6000004,0.69999999,2.016692
2015,SAS,Manu Ginobili,38,58,0,19.6,0.45300001,2.5,3.0999999,1.1,0.2,1.7,9.6000004,3.8,2.814
2014,DEN,Jameer Nelson,32,34,5,20.6,0.44999999,1.9,3.7,0.69999999,0.1,1.8,9.6000004,0.80000001,2.732
2003,GSW,Brian Cardinal,26,76,11,21.5,0.472,4.1999998,1.4,0.89999998,0.30000001,1.1,9.6000004,7.1999998,0.663679
2009,ORL,J.J. Redick,25,82,9,22,0.43900001,1.9,1.9,0.30000001,0,0.80000001,9.6000004,6.5,2.839408
2003,DET,Mehmet Okur,24,71,33,22.299999,0.463,5.9000001,1,0.5,0.89999998,1.4,9.6000004,5.9000001,1.1
2011,HOU,Chase Budinger,23,58,9,22.4,0.442,3.7,1.3,0.5,0.1,0.89999998,9.6000004,3,0.854389
1998,GSW,Antawn Jamison,22,47,24,22.5,0.45199999,6.4000001,0.69999999,0.80000001,0.30000001,1.4,9.6000004,2.3,1.94
1995,BOS,Greg Minor,24,78,47,22.6,0.5,3.3,1.9,0.5,0.1,1,9.6000004,3,0.325
2006,POR,Travis Outlaw,22,67,1,22.9,0.43399999,3.2,0.80000001,0.89999998,1.1,1,9.6000004,2.3,1.836426
2004,DET,Antonio McDyess,30,77,8,23.299999,0.51300001,6.3000002,0.89999998,0.60000002,0.69999999,1.2,9.6000004,5.6999998,4.903
2001,DAL,Tim Hardaway,35,54,2,23.6,0.36199999,1.8,3.7,0.69999999,0.1,1.4,9.6000004,1.6,3.36039
1996,BOS,Greg Minor,25,23,15,23.799999,0.47999999,3.5,1.5,0.69999999,0.1,1,9.6000004,0.60000002,1.8
2011,DAL,Delonte West,28,44,33,24.1,0.461,2.3,3.2,1.3,0.30000001,1.7,9.6000004,2.2,1.146337
2004,CHA,Keith Bogans,24,74,42,24.200001,0.38100001,3.0999999,1.8,0.89999998,0.1,1.6,9.6000004,0.1,0.620046
2010,CHA,Gerald Henderson,23,68,30,24.4,0.454,3,1.5,0.69999999,0.5,0.89999998,9.6000004,2.4000001,2.10384
2010,BKN,Jordan Farmar,24,73,18,24.6,0.39199999,2.4000001,5,0.80000001,0.1,1.9,9.6000004,1.9,3.75
2011,PHI,Spencer Hawes,23,37,29,24.9,0.48899999,7.3000002,2.5999999,0.40000001,1.3,1.5,9.6000004,2.9000001,4.051024
2003,CHI,Kendall Gill,35,56,35,25.200001,0.39199999,3.4000001,1.6,1.2,0.30000001,1.5,9.6000004,0.40000001,1.07
2007,MEM,Kyle Lowry,21,82,9,25.5,0.43200001,3,3.5999999,1.1,0.30000001,1.5,9.6000004,3.4000001,1.08768
2011,IND,George Hill,25,50,9,25.5,0.442,3,2.9000001,0.80000001,0.30000001,1,9.6000004,4,2.08636
2010,TOR,Amir Johnson,23,72,54,25.700001,0.56800002,6.4000001,1.1,0.69999999,1.2,1,9.6000004,5.5999999,5
2012,CHI,Marco Belinelli,26,73,27,25.799999,0.39500001,1.9,2,0.60000002,0.1,1.1,9.6000004,3,1.957
2012,DEN,Andre Miller,36,82,11,26.200001,0.479,2.9000001,5.9000001,0.89999998,0.1,2.0999999,9.6000004,5.4000001,5
2002,DEN,Chris Whitney,31,29,20,26.299999,0.36000001,1.6,4.3000002,0.60000002,0,1.9,9.6000004,0.80000001,3
2000,DEN,George McCloud,33,76,8,26.4,0.382,2.9000001,3.7,0.69999999,0.40000001,1.5,9.6000004,2.5999999,2.2
2013,MIA,Ray Allen,38,73,9,26.5,0.442,2.8,2,0.69999999,0.1,1.2,9.6000004,4.0999999,3.22905
2004,HOU,Juwan Howard,31,61,47,26.6,0.45100001,5.6999998,1.5,0.5,0.1,1.3,9.6000004,3.2,5.4087
1997,IND,Antonio Davis,29,82,12,26.700001,0.48100001,6.8000002,0.69999999,0.5,0.89999998,1.3,9.6000004,7.4000001,4.5
2000,OKC,Patrick Ewing,38,79,79,26.700001,0.43000001,7.4000001,1.2,0.69999999,1.2,1.9,9.6000004,2,14
2005,IND,Fred Jones,26,68,2,27,0.417,2.5,2.3,0.80000001,0.30000001,1.6,9.6000004,2.5999999,2.328843
2014,POR,Robin Lopez,26,59,59,27.799999,0.53500003,6.6999998,0.89999998,0.30000001,1.4,1.2,9.6000004,5.0999999,6.124728
2000,LAL,Rick Fox,31,82,77,27.9,0.44400001,4,3.2,0.89999998,0.40000001,1.7,9.6000004,5.0999999,3.4
2008,MIL,Luke Ridnour,27,72,50,28.200001,0.403,3,5.0999999,1.3,0.2,1.8,9.6000004,3.4000001,6.5
1997,BOS,Walter McCarty,23,82,64,28.5,0.40400001,4.4000001,2.2,1.3,0.5,1.7,9.6000004,2.9000001,0.86256
2013,DET,Kyle Singler,25,82,36,28.5,0.447,3.7,0.89999998,0.69999999,0.5,1,9.6000004,4.4000001,1.045
2005,WAS,Antonio Daniels,30,80,17,28.5,0.41800001,2.2,3.5999999,0.69999999,0.1,1.1,9.6000004,5.3000002,5
2004,MEM,Lorenzen Wright,29,80,77,28.6,0.46900001,7.6999998,1.1,0.69999999,0.89999998,1.3,9.6000004,5.1999998,7.15
1999,MIA,P.J. Brown,30,80,80,28.799999,0.47999999,7.5,1.8,0.80000001,0.80000001,1.3,9.6000004,6.9000001,5.1248
1998,MIN,Anthony Peeler,29,28,28,28.9,0.37900001,3,2.8,1.3,0.2,1.4,9.6000004,1.1,2.254
2002,MIA,Malik Allen,24,80,73,29,0.42399999,5.3000002,0.69999999,0.5,1,1.6,9.6000004,0.89999998,0.512435
2006,OKC,Nick Collison,26,82,56,29,0.5,8.1000004,1,0.60000002,0.80000001,1.5,9.6000004,4.5999999,2.50107
2003,WAS,Jarvis Hayes,22,70,42,29.200001,0.40000001,3.8,1.5,1,0.2,1.6,9.6000004,0.5,1.74876
2008,WAS,Mike James,33,53,50,29.700001,0.38699999,2.4000001,3.5999999,0.80000001,0.1,1.7,9.6000004,-0.1,6.244093
2008,DET,Antonio McDyess,34,62,30,30.1,0.50999999,9.8000002,1.3,0.69999999,0.80000001,0.80000001,9.6000004,5.5999999,0.950419
2001,UTA,Bryon Russell,31,66,40,30.299999,0.38,4.5,2.0999999,1,0.30000001,1.7,9.6000004,2.3,5.142857
1998,CLE,Brevin Knight,23,39,38,30.4,0.42500001,3.4000001,7.6999998,1.8,0.2,2.7,9.6000004,2.5,1.092
2000,PHI,Tyrone Hill,32,76,75,31.1,0.47400001,9,0.60000002,0.5,0.40000001,1.7,9.6000004,5.5,7.3
1997,MIA,P.J. Brown,28,74,74,31.9,0.47099999,8.6000004,1.4,0.89999998,1.3,1.3,9.6000004,7.5,3.8448
2001,BOS,Kenny Anderson,31,76,76,32,0.43599999,3.5999999,5.3000002,1.9,0.1,1.6,9.6000004,5.1999998,8.35
1999,PHI,George Lynch,29,75,75,32.200001,0.461,7.8000002,1.8,1.6,0.5,1.6,9.6000004,5.8000002,2
2000,TOR,Charles Oakley,37,78,77,35.5,0.38800001,9.5,3.4000001,1,0.60000002,1.8,9.6000004,3.7,5.76
2001,MIL,Anthony Mason,35,82,82,38.299999,0.505,7.9000001,4.1999998,0.69999999,0.30000001,1.6,9.6000004,6.4000001,4.538
2009,PHX,Leandro Barbosa,27,44,5,17.9,0.42500001,1.6,1.5,0.5,0.30000001,1,9.5,1.1,6.6
1997,PHX,Cedric Ceballos,28,35,16,17.9,0.5,4.3000002,1,0.60000002,0.2,1.1,9.5,2.0999999,2.605
1999,ORL,Chucky Atkins,25,82,0,19.799999,0.42399999,1.5,3.7,0.60000002,0,1.7,9.5,2.4000001,0.385
2003,DET,Corliss Williamson,30,79,0,19.9,0.505,3.2,0.69999999,0.40000001,0.30000001,1.4,9.5,4.0999999,5
2004,GSW,Mickael Pietrus,22,67,3,20,0.42699999,2.8,1.2,0.69999999,0.30000001,1.4,9.5,2.0999999,1.78596
1996,LAC,Stanley Roberts,26,18,2,21,0.426,5.0999999,0.5,0.40000001,1.3,1.3,9.5,0.5,3.25
2011,SAS,DeJuan Blair,22,64,62,21.299999,0.53399998,5.5,1.2,0.89999998,0.2,1.4,9.5,4,0.986
2007,MIA,Marcus Banks,26,12,2,21.6,0.51200002,2.0999999,3,0.5,0.40000001,1.8,9.5,0.5,3.966207
2012,SAS,Gary Neal,28,68,17,21.799999,0.412,2.0999999,1.9,0.40000001,0,1,9.5,1.9,0.854389
1997,MIN,Terry Porter,34,82,8,21.799999,0.449,2,3.3,0.80000001,0.2,1.3,9.5,5.1999998,2
2000,CHI,Marcus Fizer,22,72,13,21.9,0.43000001,4.3000002,1.1,0.40000001,0.30000001,1.7,9.5,-0.69999999,2.562
2005,MIN,Troy Hudson,29,36,0,22.200001,0.38100001,1.2,2.9000001,0.30000001,0.1,1.1,9.5,0.69999999,5.253
1997,ORL,Mark Price,33,63,33,22.700001,0.43099999,2,4.6999998,0.80000001,0.1,2.5999999,9.5,1.7,4.09092
2005,POR,Sebastian Telfair,20,68,30,24.1,0.39399999,1.8,3.5999999,1,0.1,1.7,9.5,0.60000002,1.67628
2014,BOS,Jae Crowder,24,57,17,24.200001,0.41800001,4.5999999,1.4,1,0.40000001,0.69999999,9.5,3.3,0.915243
2014,TOR,Greivis Vasquez,28,82,29,24.299999,0.40799999,2.5999999,3.7,0.60000002,0.1,1.5,9.5,2.8,6.4
2008,GSW,C.J. Watson,24,77,18,24.5,0.45699999,2.5,2.7,1.2,0.1,1.2,9.5,3.3,0.711517
2010,MIL,Ersan Ilyasova,23,60,34,25.1,0.43599999,6.0999999,0.89999998,0.89999998,0.40000001,1.1,9.5,3.8,2.3205
2004,CHA,Jason Hart,26,74,27,25.5,0.449,2.7,5,1.3,0.2,1.4,9.5,4.8000002,1.4
1997,PHX,Kevin Johnson,31,50,12,25.799999,0.447,3.3,4.9000001,0.5,0.2,2,9.5,3.5,8
2000,WAS,Chris Whitney,29,59,31,26,0.38699999,1.8,4.1999998,0.89999998,0.1,1.7,9.5,2.3,2.37
2002,CHI,Jay Williams,21,75,54,26.1,0.39899999,2.5999999,4.6999998,1.1,0.2,2.3,9.5,0.80000001,3.45192
2006,NYK,Channing Frye,23,72,59,26.299999,0.433,5.5,0.89999998,0.5,0.60000002,1.4,9.5,0.89999998,2.325
2012,WAS,Trevor Ariza,27,56,15,26.299999,0.417,4.8000002,2,1.3,0.40000001,1.5,9.5,3.0999999,7.25896
1998,GSW,Bimbo Coles,30,48,32,26.5,0.442,2.4000001,4.5999999,0.89999998,0.2,1.7,9.5,2.7,2
2001,LAC,Darius Miles,20,82,6,27.200001,0.48100001,5.5,2.2,0.89999998,1.3,2,9.5,3.4000001,3.05484
2015,DAL,Raymond Felton,31,80,31,27.4,0.40599999,3.2,3.5999999,0.89999998,0.2,1.5,9.5,2.7,3.950313
2014,BOS,Evan Turner,26,82,57,27.6,0.42899999,5.0999999,5.5,1,0.2,2.4000001,9.5,2.5,3.278
2013,CLE,Jarrett Jack,30,80,31,28.200001,0.41,2.8,4.0999999,0.69999999,0.30000001,1.7,9.5,2.3,6.3
2013,GSW,Harrison Barnes,21,78,24,28.299999,0.39899999,4,1.5,0.80000001,0.30000001,1.1,9.5,3.2,2.92392
2011,HOU,Chandler Parsons,23,63,57,28.6,0.45199999,4.8000002,2.0999999,1.2,0.5,1.3,9.5,3.4000001,0.85
1996,MEM,Greg Anthony,29,65,44,28.700001,0.39300001,2.8,6.3000002,2,0.1,2,9.5,3.5,1.875
2011,NYK,Iman Shumpert,21,59,35,28.9,0.40099999,3.2,2.8,1.7,0.1,1.9,9.5,2.4000001,1.56312
2006,GSW,Andris Biedrins,20,82,63,29,0.59899998,9.3000002,1.1,0.80000001,1.7,1.5,9.5,6.6999998,1.98696
2006,MIA,Eddie Jones,35,35,27,29.5,0.44600001,3.7,2.2,1.3,0.2,0.69999999,9.5,3,0.531694
2001,POR,Dale Davis,32,78,77,31.4,0.50999999,8.8000002,1.2,0.80000001,1.1,0.80000001,9.5,8.5,7.01
2006,DEN,Kenyon Martin,29,2,2,31.5,0.5,10,0.5,0,0,2.5,9.5,0,12.068182
1997,SAS,Vinny Del Negro,31,54,38,31.9,0.44100001,2.8,3.4000001,0.69999999,0.1,1,9.5,3.7,2.298777
2012,MIN,Ricky Rubio,23,82,82,32.200001,0.38100001,4.1999998,8.6000004,2.3,0.1,2.7,9.5,3,3.74112
2013,MIN,Ricky Rubio,23,82,82,32.200001,0.38100001,4.1999998,8.6000004,2.3,0.1,2.7,9.5,5.9000001,4.00212
1996,MIA,P.J. Brown,27,80,71,32.400002,0.45699999,8.3999996,1.2,1.1,1.2,1.4,9.5,7.5,2
1996,ATL,Tyrone Corbin,34,70,65,32.900002,0.42199999,4.1999998,1.8,1.3,0.1,1.2,9.5,5,0.2475
2013,LAL,Steve Blake,33,27,27,33,0.37799999,3.8,7.5999999,1.3,0.1,2.5999999,9.5,0.80000001,4
2006,NOP,Tyson Chandler,24,73,73,34.599998,0.62400001,12.4,0.89999998,0.5,1.8,1.7,9.5,7.9000001,9.15
1997,ORL,Bo Outlaw,26,82,76,36,0.55400002,7.8000002,2.5999999,1.3,2.2,2.0999999,9.5,7.5999999,1
2003,DET,Ben Wallace,29,81,81,37.700001,0.421,12.4,1.7,1.8,3,1.5,9.5,10.2,5.5
1997,CHA,Dell Curry,33,52,1,18.700001,0.447,1.9,1.3,0.60000002,0.1,1,9.3999996,1.7,3.66
2003,MEM,Stromile Swift,24,77,10,19.799999,0.46900001,4.9000001,0.5,0.69999999,1.5,1.1,9.3999996,4.8000002,4.592418
2007,MIN,Craig Smith,24,77,11,20.1,0.56300002,4.5999999,0.80000001,0.5,0.2,1.2,9.3999996,3.5,0.687456
1995,DET,Terry Mills,28,82,5,20.200001,0.419,4.3000002,1.2,0.5,0.2,1.2,9.3999996,3.7,2.177
2014,IND,Luis Scola,34,81,16,20.5,0.46700001,6.5,1.3,0.60000002,0.2,1.2,9.3999996,4.4000001,4.868499
1997,IND,Jalen Rose,25,82,0,20.799999,0.47799999,2.4000001,1.9,0.69999999,0.2,1.6,9.3999996,3.3,1.8525
2003,WAS,Juan Dixon,25,71,16,20.799999,0.38800001,2.0999999,1.9,1.2,0.1,1.5,9.3999996,1.4,1.26036
