ID,YEAR,NAME,wp,w,ps,ws,AL,rev,smsa
1,2000,AZ,0.524691358,85,0,0,0,141.1918945,3278661
1,2001,AZ,0.567901235,92,1,1,0,134.3303528,3388445
1,2002,AZ,0.604938272,98,1,0,0,153.9361877,3496957
1,2003,AZ,0.518518519,84,0,0,0,144.5806122,3600163
1,2004,AZ,0.314814815,51,0,0,0,145.4476013,3723359
1,2005,AZ,0.475308642,77,0,0,0,151.8464508,3884588
1,2006,AZ,0.469135802,76,0,0,0,156.8359222,4046571
1,2007,AZ,0.555555556,90,1,0,0,161.9576416,4175595
1,2008,AZ,0.50617284,82,0,0,0,167.109848,4287323
1,2009,AZ,0.432098765,70,0,0,0,179.9033356,4364094
1,2010,AZ,0.401234568,65,0,0,0,179.9999998,4208770
1,2011,AZ,0.580246914,94,1,0,0,180.3085101,4252671
1,2012,AZ,0.5,81,0,0,0,185.2004841,4327632
1,2013,AZ,0.5,81,0,0,0,179.7187977,4398762
1,2014,AZ,0.395061728,64,0,0,0,194.3507365,4489109
2,2000,ATL,0.586419753,95,1,0,0,196.5289764,4281905
2,2001,ATL,0.543209877,88,1,0,0,179.1481781,4432950
2,2002,ATL,0.63125,101,1,0,0,193.9353638,4555490
2,2003,ATL,0.62345679,101,1,0,0,,4673146
2,2004,ATL,0.592592593,96,1,0,0,180.0779724,4802300
2,2005,ATL,0.555555556,90,1,0,0,180.8759155,4947012
2,2006,ATL,0.487654321,79,0,0,0,186.0398407,5119641
2,2007,ATL,0.518518519,84,0,0,0,192.4561615,5267527
2,2008,ATL,0.444444444,72,0,0,0,201.5446167,5385586
2,2009,ATL,0.530864198,86,0,0,0,189.0509644,5475213
2,2010,ATL,0.561728395,91,1,0,0,200.9999998,5304197
2,2011,ATL,0.549382716,89,0,0,0,196.7883202,5373498
2,2012,ATL,0.580246914,94,1,0,0,213.6928663,5454429
2,2013,ATL,,81,1,0,0,236.8169574,5522942
