pid,gender,year,age,school,marriage,income,job,relig,pet,cell,cellnum,featurephone,smartphone,kidsphone,smart_or_not,tablet,tabletnum,wearable,wearablenum,phonebill,payapp,inapp_pay,theater,theaterpay,play,playpay,OTT,OTT_phone,OTT_tablet,OTT_PC,OTT_others,OTT_freq,OTT_hour,OTT_min,Newspaper,email,messanger,blog,cloud,SNS
66290004,2,1994,25,5,1,1,2,2,2,1,1,0,1,0,3,2, ,2, ,45,2,2,4,40,0, ,1,1,2,2,2,6,0,20,2,1,1,2,2,1
66290005,1,1995,24,5,1,1,2,2,2,1,1,0,1,0,3,2, ,2, ,42,2,2,1,10,0, ,1,1,2,2,2,5,0,20,1,1,1,2,2,1
66300001,1,1974,45,4,4,7,1,2,2,1,1,0,1,0,3,2, ,2, ,45,2,2,0, ,0, ,1,1,2,2,2,5,0,50,1,1,1,2,2,1
66300002,2,1952,67,2,3,1,2,2,2,1,1,0,1,0,3,2, ,2, ,35,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
66300003,2,1996,23,4,1,5,1,2,2,1,1,0,1,0,3,2, ,2, ,45,2,2,3,36,0, ,1,1,2,2,2,5,0,40,2,1,1,2,2,1
66310001,1,1959,60,5,2,8,1,2,2,1,1,0,1,0,2,2, ,2, ,48,2,2,4,44,1,20,1,1,2,2,2,3,0,20,1,1,1,2,2,1
66310002,2,1964,55,5,2,5,1,2,2,1,1,0,1,0,2,2, ,2, ,35,2,2,5,55,0, ,1,2,1,2,2,4,0,5,2,1,1,2,2,1
66310003,2,1990,29,5,1,5,1,2,2,1,1,0,1,0,2,2, ,2, ,59,2,2,6,66,1,30,1,1,2,2,2,3,0,20,1,1,1,2,1,1
66310004,2,1995,24,5,1,5,1,2,2,1,1,0,1,0,2,2, ,2, ,59,1,1,7,77,2,40,1,1,2,2,2,4,1,0,2,1,1,2,1,1
66320001,1,1937,82,2,2,1,2,2,2,1,1,1,0,0, ,2, ,2, ,18, , ,0, ,0, ,2, , , , , , , ,1,2,2,2,2,2
66320002,2,1939,80,2,2,1,2,2,2,1,1,1,0,0, ,2, ,2, ,18, , ,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
66330001,2,1950,69,2,3,2,2,2,2,1,1,1,0,0, ,2, ,2, ,18, , ,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
66340001,1,1976,43,4,2,1,1,2,2,1,1,0,1,0,1,2, ,2, ,52,2,2,2,22,0, ,1,1,2,2,2,3,0,30,1,1,1,2,2,1
66340002,2,1976,43,4,2,11,1,1,2,1,1,1,0,0, ,2, ,2, ,35, , ,2,22,0, ,2, , , , , , , ,2,1,2,2,2,2
66340003,1,1954,65,3,2,6,1,1,2,1,1,1,0,0, ,2, ,2, ,35, , ,3,33,0, ,2, , , , , , , ,2,1,2,2,2,2
66340004,2,1959,60,3,2,6,1,1,2,1,1,1,0,0, ,2, ,2, ,35, , ,2,22,0, ,2, , , , , , , ,2,1,2,2,2,2
66340005,2,1934,85,2,3,1,2,2,2,1,1,1,0,0, ,2, ,2, ,19, , ,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
66340006,1,1981,38,4,1,4,1,1,2,1,1,0,1,0,3,2, ,2, ,58,2,2,5,55,0, ,1,1,2,2,2,1,1,0,1,1,1,2,1,1
66340007,1,2009,10,2,1,1,2,1,2,2, , , , , ,2, ,2, , , , ,3,27,0, ,2, , , , , , , ,2,1,2,2,2,2
66350002,2,1941,78,2,3,1,2,1,2,1,1,1,0,0, ,2, ,2, ,15, , ,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
66370001,1,1948,71,4,2,3,1,2,2,1,1,1,0,0, ,2, ,2, ,25,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
66370002,2,1958,61,5,2,6,1,2,2,1,1,0,1,0,2,2, ,2, ,45,2,2,4,44,0, ,1,1,2,2,2,4,0,20,1,1,1,2,2,1
66370003,1,1980,39,5,1,6,1,2,2,1,1,0,1,0,2,2, ,2, ,65,1,1,6,66,1,30,1,1,2,2,2,2,0,30,1,1,1,1,1,1
66370004,1,1982,37,5,1,7,1,2,2,1,1,0,1,0,2,2, ,2, ,65,2,2,5,55,0, ,1,1,2,2,2,3,0,10,1,1,1,2,2,1
66390001,1,1959,60,3,2,5,1,2,2,1,1,0,1,0,3,2, ,2, ,55,2,2,4,44,0, ,1,1,2,2,2,5,0,5,1,1,1,2,2,1
66390002,2,1962,57,3,2,6,1,2,2,1,1,0,1,0,3,2, ,2, ,45,2,2,4,44,0, ,1,1,2,2,2,4,0,15,1,1,1,2,2,2
66390003,2,1993,26,5,1,6,1,2,2,1,1,0,1,0,2,2, ,2, ,55,1,2,6,66,1,20,1,1,2,2,2,1,0,30,1,1,1,2,1,1
66390004,2,1988,31,5,1,4,1,2,2,1,1,0,1,0,2,2, ,2, ,65,2,2,5,55,0, ,1,1,2,2,2,5,0,10,1,1,1,2,1,1
66400001,1,1933,86,5,2,2,2,2,2,1,1,0,1,0,1,2, ,2, ,28,2,2,0, ,1,70,2, , , , , , , ,2,2,2,2,2,2
66410001,1,1953,66,4,2,4,1,2,2,1,1,0,1,0,2,2, ,2, ,48,2,2,0, ,0, ,1,1,2,2,2,1,0,10,1,1,1,2,2,1
66410002,2,1959,60,3,2,1,1,2,2,1,1,0,1,0,2,2, ,2, ,45,2,2,0, ,0, ,1,1,2,2,2,1,0,10,2,1,1,2,2,1
66420001,1,1969,50,5,2,5,1,2,2,1,1,0,1,0,2,2, ,2, ,40,2,2,4,44,0, ,1,1,2,2,2,5,0,20,1,1,1,2,2,1
66420002,2,1975,44,4,2,5,1,2,2,1,1,0,1,0,2,2, ,2, ,55,2,2,0, ,0, ,1,1,2,2,2,5,1,0,1,1,1,2,2,1
66420003,1,2001,18,4,1,1,2,2,2,1,1,0,1,0,2,2, ,2, ,39,1,1,7,77,1,20,1,1,2,2,2,1,0,20,1,1,1,1,1,1
66420004,2,2002,17,4,1,1,2,2,2,1,1,0,1,0,2,2, ,2, ,30,2,2,0, ,0, ,1,1,2,2,2,1,0,40,2,1,1,2,2,1
66420005,2,1931,88,2,3,1,2,2,2,2, , , , , ,2, ,2, , ,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
66440001,1,1960,59,2,2,7,1,2,2,1,1,1,0,0, ,2, ,2, ,35,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
66440002,2,1962,57,2,2,5,1,2,2,1,1,1,0,0, ,2, ,2, ,32,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
66440003,1,1932,87,2,2,1,2,2,2,2, , , , , ,2, ,2, , , , ,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
66440004,2,1939,80,2,2,1,2,2,2,2, , , , , ,2, ,2, , , , ,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
66450001,2,1932,87,2,3,1,2,2,2,1,1,1,0,0, ,2, ,2, ,10, , ,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
66470001,1,1933,86,2,2,1,2,2,2,1,1,1,0,0, ,2, ,2, ,10, , ,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
66470002,2,1933,86,2,2,1,2,2,2,2, , , , , ,2, ,2, , , , ,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
66480001,1,1978,41,4,2,5,1,1,2,1,1,0,1,0,3,2, ,2, ,69,2,2,5,55,1,50,1,1,2,2,2,1,0,30,1,1,1,2,1,1
66480002,2,1984,35,4,2,4,1,1,2,1,1,0,1,0,3,2, ,2, ,69,2,2,5,55,1,50,1,1,2,2,2,1,0,30,1,1,1,2,1,1
66480003,2,2007,12,2,1,1,2,1,2,1,1,0,1,0,2,2, ,2, ,35,2,2,5,45,0, ,1,1,2,2,2,1,1,0,2,1,1,2,2,1
66480004,2,2009,10,2,1,1,2,1,2,1,1,0,1,0,2,2, ,2, ,35,2,2,4,36,0, ,1,1,2,2,2,1,0,30,2,1,1,2,2,2
66490001,1,1937,82,2,2,1,2,2,2,2, , , , , ,2, ,2, , ,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
66490002,2,1942,77,2,2,6,1,2,2,1,1,0,1,0,2,2, ,2, ,20,2,2,0, ,0, ,1,1,2,2,2,5,0,10,2,2,1,2,2,2
66500001,2,1929,90,2,3,2,2,2,2,1,1,1,0,0, ,2, ,2, ,12, , ,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
66510001,1,1976,43,4,2,10,1,2,2,1,1,0,1,0,3,2, ,2, ,58,2,2,2,22,0, ,1,1,2,2,2,5,0,30,1,1,1,2,2,1
66510002,2,1979,40,3,2,6,1,2,2,1,1,0,1,0,2,2, ,2, ,49,2,2,2,22,0, ,1,1,2,2,2,3,0,30,1,1,1,2,2,1
66510003,1,2010,9,2,1,1,2,2,2,1,1,1,0,0, ,1,1,2, ,28,2,2,5,35,0, ,1,2,1,2,2,4,0,25,2,1,2,2,2,2
66520001,1,1942,77,2,2,1,2,2,2,1,1,1,0,0, ,2, ,2, ,15,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
66520002,2,1943,76,2,2,1,2,2,2,1,1,0,1,0,2,2, ,2, ,20,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
66520003,2,1982,37,5,1,6,1,2,2,1,1,0,1,0,2,2, ,2, ,55,2,2,2,22,0, ,1,1,2,2,2,4,0,10,1,1,1,2,2,1
66550001,1,1967,52,5,2,6,1,1,2,1,1,0,1,0,2,2, ,2, ,55,2,2,6,66,0, ,1,1,2,2,2,4,0,20,1,1,1,2,2,2
66550002,2,1972,47,4,2,1,2,1,2,1,1,0,1,0,2,2, ,2, ,45,2,2,3,33,0, ,1,1,2,2,2,1,0,20,1,1,1,2,2,2
66550003,1,2005,14,3,1,1,2,1,2,1,1,0,1,0,2,2, ,2, ,35,2,2,3,27,0, ,1,1,2,2,2,3,0,10,2,1,1,2,2,1
66550004,2,2005,14,3,1,1,2,2,2,1,1,0,1,0,2,2, ,2, ,35,2,2,3,27,0, ,1,1,2,2,2,3,0,20,2,1,1,2,2,1
66560001,1,1969,50,5,2,7,1,2,2,1,1,0,1,0,2,2, ,2, ,65,2,2,0, ,0, ,1,1,2,2,2,4,0,20,1,1,1,2,2,1
66560002,2,1969,50,4,2,10,1,2,2,1,1,0,1,0,2,2, ,2, ,42,2,2,0, ,0, ,1,1,2,2,2,2,0,30,1,2,1,2,2,1
66560003,1,2001,18,4,1,1,2,2,2,1,1,0,1,0,2,2, ,2, ,39,2,2,0, ,0, ,1,1,2,1,2,4,0,20,2,1,1,2,2,1
66560004,1,2005,14,3,1,1,2,2,2,1,1,0,1,0,2,2, ,2, ,39,2,2,5,35,0, ,1,1,2,2,2,2,0,20,2,1,1,2,2,1
66570001,2,1957,62,4,4,3,2,2,2,1,1,0,1,0,3,2, ,2, ,28,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
66580001,1,1951,68,3,2,5,1,2,2,1,1,0,1,0,2,2, ,2, ,42,2,2,3,33,1,20,1,1,2,2,2,7,0,10,2,2,1,2,2,2
66580002,2,1953,66,3,2,1,2,2,2,1,1,0,1,0,2,2, ,2, ,42,2,2,0, ,0, ,2, , , , , , , ,2,2,1,2,2,2
66590001,1,1942,77,3,2,1,2,2,2,1,1,1,0,0, ,2, ,2, ,16, , ,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
66590002,2,1949,70,2,2,1,2,2,2,1,1,0,1,0,1,2, ,2, ,18,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
66600001,1,1938,81,4,2,1,2,2,2,1,1,0,1,0,3,2, ,2, ,32,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
66600002,2,1947,72,3,2,1,2,2,2,1,1,0,1,0,3,2, ,2, ,19,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
66610002,2,1956,63,3,3,3,1,2,2,1,1,1,0,0, ,2, ,2, ,24, , ,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
66630001,1,1966,53,4,4,4,1,2,2,1,1,0,1,0,3,2, ,2, ,39,2,2,2,20,0, ,1,1,2,2,2,4,0,30,2,1,1,2,2,2
66630002,2,1995,24,5,1,5,1,2,2,1,1,0,1,0,3,2, ,2, ,52,2,1,3,30,0, ,1,1,2,2,2,1,1,30,1,1,1,2,1,1
66630004,1,2001,18,4,1,1,2,2,2,1,1,0,1,0,3,2, ,2, ,21,2,2,2,16,0, ,1,1,2,2,2,1,1,30,2,1,1,2,2,1
66640001,2,1973,46,4,4,5,1,2,1,1,1,0,1,0,3,2, ,2, ,40,2,2,1,10,0, ,1,1,2,2,2,5,0,20,1,1,1,2,2,1
66640002,2,1994,25,5,1,5,1,2,1,1,1,0,1,0,3,2, ,2, ,49,2,2,2,22,0, ,1,1,2,2,2,1,1,0,2,1,1,2,1,1
66660001,2,1970,49,4,4,5,1,2,2,1,1,0,1,0,3,2, ,2, ,51,2,2,2,20,0, ,1,1,2,2,2,5,0,30,1,1,1,2,2,2
66660002,1,1994,25,4,1,3,2,2,2,1,1,0,1,0,3,2, ,2, ,53,2,2,3,30,0, ,1,1,2,2,2,1,1,30,2,1,1,2,2,1
66660003,2,1995,24,4,1,5,1,2,2,1,1,0,1,0,3,2, ,2, ,57,2,2,3,30,0, ,1,1,2,2,2,1,1,30,2,1,1,2,2,1
66680001,2,1952,67,3,4,4,2,1,2,1,1,0,1,0,3,2, ,2, ,39,2,2,0, ,0, ,2, , , , , , , ,2,2,1,2,2,2
66720001,2,1966,53,5,2,7,1,2,2,1,1,0,1,0,2,2, ,2, ,100,2,2,3,30,0, ,2, , , , , , , ,1,1,1,2,2,2
66720002,2,1993,26,5,1,5,1,2,2,1,1,0,1,0,2,2, ,2, ,60,2,2,5,80,0, ,2, , , , , , , ,1,1,1,2,2,1
66720003,1,1995,24,5,1,1,2,2,2,1,1,0,1,0,2,1,1,2, ,45,2,2,3,50,0, ,2, , , , , , , ,1,1,1,2,2,1
66720005,1,1966,53,5,2,8,1,2,2,1,1,0,1,0,2,2, ,1,1,35,2,2,2,30,0, ,2, , , , , , , ,1,1,1,2,2,1
66850001,2,1963,56,3,4,4,1,2,2,1,1,0,1,0,2,2, ,2, ,35,2,2,0, ,0, ,2, , , , , , , ,1,2,1,2,2,2
66860002,2,1977,42,5,2,5,1,1,1,1,1,0,1,0,3,2, ,2, ,50,2,2,3,30,0, ,2, , , , , , , ,1,1,1,2,2,1
66870001,1,1956,63,4,2,2,1,2,2,1,1,0,1,0,1,2, ,2, ,24,2,2,0, ,0, ,2, , , , , , , ,1,2,1,2,2,2
66910001,2,1952,67,2,3,4,1,1,2,1,1,0,1,0,3,2, ,2, ,30,2,2,0, ,0, ,2, , , , , , , ,2,2,1,2,2,2
66920001,2,1969,50,4,2,6,1,2,2,1,1,0,1,0,3,2, ,2, ,45,2,2,2,22,0, ,2, , , , , , , ,1,1,1,2,2,1
66950002,2,1948,71,2,3,3,1,2,2,1,1,0,1,0,2,2, ,2, ,30,2,2,0, ,0, ,2, , , , , , , ,2,2,1,2,2,2
66960002,2,1973,46,4,2,5,1,2,2,1,1,0,1,0,3,2, ,2, ,45,2,2,0, ,0, ,2, , , , , , , ,1,1,1,2,2,1
66970002,2,1960,59,4,2,4,1,2,2,1,1,0,1,0,3,2, ,2, ,35,2,2,5,50,0, ,2, , , , , , , ,1,2,1,2,2,2
67010001,1,1976,43,5,2,9,1,2,1,1,1,0,1,0,3,2, ,2, ,56,2,2,10,13,1,100,1,1,2,2,2,5,2,0,1,1,1,2,1,1
67010002,2,1979,40,5,2,10,1,2,1,1,1,0,1,0,3,2, ,2, ,36,2,2,10,13,1,100,1,1,2,2,2,5,1,0,1,1,1,2,2,1
67010003,2,2006,13,3,1,1,2,2,1,1,1,0,1,0,3,2, ,2, ,228,2,2,8,88,0, ,2, , , , , , , ,2,1,1,2,2,1
67010004,1,2011,8,2,1,1,2,2,1,1,1,0,1,0,2,1,1,2, ,23,2,2,10,9,0, ,2, , , , , , , ,2,2,1,2,2,2
67020001,1,1962,57,5,2,8,1,2,2,1,1,0,1,0,3,2, ,2, ,20,2,2,3,27,0, ,1,1,2,2,2,2,0,20,1,1,1,2,1,1
67020002,2,1966,53,5,2,7,1,2,2,1,1,0,1,0,3,1,1,2, ,20,2,2,5,40,0, ,1,1,2,2,2,3,0,10,1,1,1,2,1,1
67030002,2,1962,57,5,4,9,1,1,2,1,1,0,1,0,2,2, ,2, ,119,1,2,3,38,2,110,1,1,2,1,2,1,0,30,1,1,1,2,1,1
67030003,1,1992,27,5,1,7,1,1,2,1,1,0,1,0,2,1,1,1,2,152,1,1,3,108,4,519,1,1,2,1,2,5,2,40,1,1,1,2,1,1
67050001,1,1966,53,5,2,7,1,2,2,1,1,0,1,0,2,2, ,2, ,38,2,2,1,8,0, ,2, , , , , , , ,1,1,1,2,2,1
67050002,2,1966,53,5,2,2,2,2,2,1,1,0,1,0,3,2, ,2, ,32,2,2,0, ,0, ,2, , , , , , , ,1,1,1,2,2,2
67050003,2,2007,12,2,1,1,2,2,2,1,1,0,1,0,2,2, ,2, ,19,2,2,0, ,0, ,2, , , , , , , ,2,1,1,2,2,2
67060001,1,1969,50,5,2,13,1,2,2,1,1,0,1,0,2,2, ,2, ,27,2,2,3,18,3,15,1,1,2,2,2,5,1,0,1,1,1,2,2,1
67060002,2,1974,45,5,2,5,1,2,2,1,1,0,1,0,2,1,2,2, ,21,2,2,0, ,0, ,2, , , , , , , ,1,1,1,2,1,2
67060003,1,2001,18,4,1,1,2,2,2,1,1,0,1,0,2,1,1,2, ,16,2,2,4,32,0, ,2, , , , , , , ,1,1,1,2,1,1
67150001,1,1948,71,4,2,1,2,1,2,1,1,0,1,0,1,2, ,2, ,16,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
67150002,2,1952,67,2,2,4,1,1,2,1,1,0,1,0,1,2, ,2, ,16,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
67160002,1,1959,60,2,1,3,2,2,2,2, , , , , ,2, ,2, , ,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
67190001,1,1953,66,2,2,5,1,1,2,1,1,0,1,0,3,2, ,2, ,10,2,2,0, ,0, ,2, , , , , , , ,1,2,1,2,2,2
67190002,2,1952,67,2,2,1,2,1,2,1,1,1,0,0, ,2, ,2, ,10,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
67200002,2,1936,83,2,3,3,1,1,2,1,1,0,1,0,1,2, ,2, ,25,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
67210001,1,1945,74,4,2,2,2,1,2,1,1,0,1,0,2,2, ,2, ,35,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
67210002,2,1947,72,2,2,6,1,1,2,1,1,0,1,0,3,2, ,2, ,35,2,2,0, ,0, ,2, , , , , , , ,2,2,1,2,2,2
67220002,2,1964,55,4,4,4,1,1,2,1,1,0,1,0,3,2, ,2, ,55,2,2,1,10,0, ,2, , , , , , , ,1,2,1,2,2,2
67220003,2,1990,29,5,1,4,1,1,2,1,1,0,1,0,3,2, ,2, ,60,2,2,3,30,0, ,2, , , , , , , ,2,1,1,2,2,1
67220004,1,1992,27,5,1,5,1,1,2,1,1,0,1,0,3,2, ,1,1,85,2,2,4,40,0, ,2, , , , , , , ,1,1,1,2,2,1
67250002,2,1938,81,2,3,2,2,1,2,1,1,1,0,0, ,2, ,2, ,18,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
67260001,2,1936,83,2,3,4,2,1,2,1,1,1,0,0, ,2, ,2, ,20,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
67280002,2,1948,71,4,3,5,1,2,2,1,1,0,1,0,2,2, ,2, ,35,2,2,0, ,0, ,2, , , , , , , ,2,2,1,2,2,2
67300001,2,1934,85,2,3,2,2,2,2,1,1,1,0,0, ,2, ,2, ,15,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
67310001,1,1967,52,4,1,5,1,2,2,1,1,0,1,0,2,2, ,2, ,45,2,2,1,10,0, ,2, , , , , , , ,2,2,1,2,2,2
67320001,1,1945,74,3,2,4,1,1,2,1,1,0,1,0,1,2, ,2, ,37,2,2,0, ,0, ,2, , , , , , , ,2,2,1,2,2,2
67320002,2,1953,66,2,2,1,2,1,2,1,1,0,1,0,1,2, ,2, ,42,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
67340002,2,1942,77,2,3,1,2,1,2,1,1,0,1,0,1,2, ,2, ,20,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
67350001,1,1950,69,4,2,1,2,2,2,1,1,0,1,0,2,2, ,2, ,35,2,2,0, ,0, ,2, , , , , , , ,1,1,1,2,2,2
67350002,2,1960,59,4,2,8,1,2,2,1,1,0,1,0,2,2, ,2, ,35,2,2,0, ,0, ,2, , , , , , , ,1,1,1,2,2,2
67370001,2,1926,93,2,3,1,2,2,1,2, , , , , ,2, ,2, , , , ,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
67370002,1,1999,20,4,1,5,1,2,1,1,1,0,1,0,2,1,1,1,1,25,2,2,0, ,0, ,2, , , , , , , ,1,1,1,2,2,1
67390001,1,1971,48,3,1,1,2,2,2,1,1,0,1,0,1,2, ,2, ,34,2,2,10,80,0, ,2, , , , , , , ,1,1,2,2,2,2
67390003,2,1946,73,2,3,1,2,2,2,1,1,0,1,0,1,2, ,2, ,34,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
67410001,2,1940,79,2,2,2,1,2,2,1,1,0,1,0,2,2, ,2, ,20,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
67460001,2,1984,35,5,2,12,1,1,2,1,1,0,1,0,2,2, ,2, ,50,2,2,2,20,0, ,2, , , , , , , ,1,1,1,2,2,1
67460002,1,1985,34,4,2,6,1,2,2,1,1,0,1,0,2,2, ,2, ,50,2,2,2,20,0, ,2, , , , , , , ,2,1,1,2,2,2
67470001,1,1977,42,4,2,5,1,2,2,1,1,0,1,0,2,2, ,2, ,35,2,2,1,15,0, ,2, , , , , , , ,2,1,1,2,2,2
67470002,2,1977,42,4,2,1,2,2,2,1,1,0,1,0,2,2, ,2, ,20,2,2,1,15,0, ,2, , , , , , , ,1,2,1,2,2,1
67470003,1,1937,82,4,3,1,2,2,2,1,1,1,0,0, ,2, ,2, ,5,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
67500001,1,1936,83,3,2,1,2,2,1,1,1,0,1,0,2,2, ,2, ,50,2,2,0, ,0, ,2, , , , , , , ,1,2,2,2,2,2
67500002,2,1943,76,2,2,1,2,2,1,1,1,1,0,0, ,2, ,2, ,7,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
67500003,2,1968,51,5,1,4,1,2,1,1,1,0,1,0,2,2, ,2, ,35,2,2,1,12,0, ,2, , , , , , , ,1,1,1,2,2,1
67500004,2,1971,48,5,1,4,1,2,1,1,1,0,1,0,2,2, ,2, ,45,2,2,3,25,0, ,2, , , , , , , ,1,1,1,2,2,1
67510001,2,1941,78,2,3,3,2,1,2,1,1,0,1,0,1,2, ,2, ,26,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
67520002,2,1945,74,2,3,2,2,2,2,1,1,1,0,0, ,2, ,2, ,15, , ,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
67530002,2,1943,76,3,2,1,2,1,2,1,1,0,1,0,1,2, ,2, ,25,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
67540002,2,1977,42,4,2,3,1,2,2,1,1,0,1,0,3,2, ,2, ,35,2,2,2,20,0, ,2, , , , , , , ,1,1,1,2,2,1
67550002,2,1969,50,5,2,5,1,1,2,1,1,0,1,0,3,2, ,2, ,50,2,2,5,0,0, ,1,1,2,2,2,5,0,30,1,1,1,1,2,1
67560005,2,1973,46,4,2,6,1,2,2,1,1,0,1,0,3,2, ,2, ,45,2,2,2,20,0, ,2, , , , , , , ,1,1,1,2,1,1
67810001,1,1956,63,2,4,4,1,2,1,1,1,0,1,0,1,2, ,2, ,28,2,2,0, ,0, ,2, , , , , , , ,2,2,1,2,2,2
67820001,2,1943,76,2,3,3,2,1,2,1,1,0,1,0,1,2, ,2, ,30,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
67850002,2,1943,76,2,2,1,1,2,2,1,1,1,0,0, ,2, ,2, ,15, , ,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
67860001,1,1947,72,2,2,4,1,2,2,1,1,1,0,0, ,2, ,2, ,12, , ,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
67860002,2,1955,64,2,2,1,1,2,2,1,1,0,1,0,1,2, ,2, ,25,2,2,0, ,0, ,2, , , , , , , ,2,2,1,2,2,2
67880001,1,1940,79,2,2,3,1,2,2,1,1,0,1,0,1,2, ,2, ,25,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
67880002,2,1941,78,2,2,1,1,2,2,1,1,0,1,0,1,2, ,2, ,25,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
67900002,2,1943,76,2,3,2,2,1,2,1,1,1,0,0, ,2, ,2, ,10,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
67980001,1,1954,65,4,2,6,1,2,2,1,1,0,1,0,3,2, ,2, ,35,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
67980002,2,1958,61,4,2,6,1,2,2,1,1,0,1,0,2,2, ,2, ,45,2,2,0, ,0, ,2, , , , , , , ,2,2,1,2,2,2
68010001,2,1946,73,2,3,3,2,2,2,1,1,1,0,0, ,2, ,2, ,15,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
68010002,1,1978,41,4,2,8,1,2,2,1,1,0,1,0,4,2, ,2, ,75,2,2,3,30,0, ,2, , , , , , , ,2,1,1,2,2,2
68010003,2,1983,36,4,2,5,1,2,2,1,1,0,1,0,2,2, ,2, ,80,2,1,3,30,1,60,2, , , , , , , ,1,1,1,2,2,2
68010004,2,2013,6,1,1,1,2,2,2,2, , , , , ,2, ,2, , , , ,2,20,1,35,2, , , , , , , ,2,2,2,2,2,2
68020001,1,1952,67,3,2,1,2,2,2,1,1,1,0,0, ,2, ,2, ,13, , ,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
68020002,2,1959,60,2,2,1,2,2,2,1,1,0,1,0,2,2, ,2, ,36,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
68030001,1,1954,65,3,2,4,1,2,2,1,1,0,1,0,2,2, ,2, ,30,2,2,0, ,0, ,2, , , , , , , ,1,2,1,2,2,2
68030002,2,1955,64,2,2,1,2,2,2,1,1,0,1,0,1,2, ,2, ,5,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
68040001,1,1944,75,2,3,1,2,2,2,1,1,1,0,0, ,2, ,2, ,13,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
68050001,2,1934,85,3,3,2,2,2,1,1,1,0,1,0,1,2, ,2, ,15,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
68050002,1,1959,60,6,2,1,2,2,1,1,1,0,1,0,2,2, ,2, ,50,2,2,1,10,0, ,2, , , , , , , ,2,1,1,1,2,2
68050003,2,1959,60,4,2,6,1,2,1,1,1,0,1,0,2,2, ,2, ,35,2,2,6,60,0, ,2, , , , , , , ,2,2,1,2,2,2
68050005,1,1994,25,4,1,1,2,2,1,1,1,0,1,0,2,2, ,2, ,50,2,2,15,100,0, ,2, , , , , , , ,1,1,1,1,2,2
