pid,gender,year,age,school,marriage,income,job,relig,pet,cell,cellnum,featurephone,smartphone,kidsphone,smart_or_not,tablet,tabletnum,wearable,wearablenum,phonebill,payapp,inapp_pay,theater,theaterpay,play,playpay,OTT,OTT_phone,OTT_tablet,OTT_PC,OTT_others,OTT_freq,OTT_hour,OTT_min,Newspaper,email,messanger,blog,cloud,SNS
5260003,1,1993,26,5,1,2,2,2,2,1,1,0,1,0,3,2, ,2, ,52,1,1,3,12,0, ,2, , , , , , , ,2,1,1,2,1,1
5260004,2,1997,22,5,1,3,2,2,2,1,1,0,1,0,3,2, ,2, ,45,2,2,4,20,0, ,2, , , , , , , ,2,1,1,2,1,1
5280001,1,1965,54,5,2,7,1,2,2,1,1,0,1,0,3,2, ,2, ,69,2,2,0, ,0, ,2, , , , , , , ,1,1,1,2,2,1
5280002,2,1969,50,5,2,5,1,2,2,1,1,0,1,0,3,2, ,2, ,39,2,2,2,15,0, ,2, , , , , , , ,1,1,1,2,1,1
5280003,1,1991,28,5,1,7,1,2,2,1,1,0,1,0,3,2, ,2, ,75,2,2,3,20,0, ,2, , , , , , , ,1,1,1,2,1,1
5280004,2,1993,26,5,1,6,1,1,2,1,1,0,1,0,3,2, ,2, ,52,1,1,3,20,1,70,2, , , , , , , ,1,1,1,2,1,1
5320001,1,1962,57,4,2,9,1,2,2,1,1,0,1,0,3,2, ,2, ,69,2,2,0, ,0, ,2, , , , , , , ,1,2,1,2,1,1
5320002,2,1969,50,4,2,1,1,2,2,1,1,0,1,0,3,2, ,2, ,69,2,2,0, ,0, ,2, , , , , , , ,1,2,1,2,2,2
5320003,1,1994,25,5,1,2,2,2,2,1,1,0,1,0,3,2, ,2, ,45,2,2,2,18,0, ,2, , , , , , , ,1,1,1,2,1,1
5320004,1,1998,21,5,1,4,2,2,2,1,1,0,1,0,3,2, ,2, ,69,2,2,3,0,0, ,2, , , , , , , ,1,1,1,2,1,1
5330001,1,1965,54,5,2,8,1,2,2,1,1,0,1,0,3,2, ,2, ,35,2,2,2,14,0, ,2, , , , , , , ,1,1,1,2,1,1
5330002,2,1967,52,4,2,5,1,2,2,1,1,0,1,0,3,2, ,2, ,35,2,2,0, ,0, ,2, , , , , , , ,1,2,1,2,1,1
5330003,1,1994,25,5,1,1,2,2,2,1,1,0,1,0,3,1,1,2, ,69,2,2,2,15,7,0,2, , , , , , , ,1,1,1,2,1,1
5330004,1,1996,23,5,1,5,1,2,2,1,1,0,1,0,3,2, ,2, ,38,2,2,3,20,0, ,2, , , , , , , ,1,1,1,2,1,1
5330005,2,1998,21,5,1,5,1,2,2,1,1,0,1,0,3,2, ,2, ,69,2,2,3,15,0, ,2, , , , , , , ,1,1,1,2,1,1
5340001,1,1961,58,3,2,6,1,2,2,1,1,0,1,0,3,2, ,2, ,35,2,2,0, ,0, ,2, , , , , , , ,2,2,1,2,2,2
5340002,2,1965,54,4,2,1,2,2,2,1,1,0,1,0,3,2, ,2, ,35,2,2,1,9,0, ,2, , , , , , , ,2,2,1,2,2,2
5340003,1,1989,30,5,1,12,1,2,2,1,1,0,1,0,3,2, ,2, ,75,1,1,4,36,0, ,2, , , , , , , ,1,1,1,1,1,1
5340004,1,1986,33,4,4,5,1,2,2,1,1,0,1,0,3,2, ,2, ,75,2,2,0, ,0, ,2, , , , , , , ,1,2,1,2,1,1
5340005,2,2008,11,2,1,1,2,2,2,1,1,0,1,0,3,1,1,2, ,34,2,2,0, ,0, ,2, , , , , , , ,1,2,1,2,2,2
5340006,2,2010,9,2,1,1,2,2,2,1,1,1,0,0, ,2, ,2, ,10, , ,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
5350001,1,1960,59,4,2,6,1,2,2,1,1,0,1,0,3,2, ,2, ,34,2,2,0, ,0, ,2, , , , , , , ,2,2,1,2,2,2
5350002,2,1963,56,4,2,4,1,2,2,1,1,0,1,0,3,2, ,2, ,34,2,2,2,18,0, ,2, , , , , , , ,2,2,1,2,2,2
5350003,1,1989,30,5,1,7,1,2,2,1,1,0,1,0,3,2, ,2, ,52,2,2,3,20,0, ,2, , , , , , , ,2,1,1,2,1,1
5350004,1,1994,25,6,1,4,2,2,2,1,1,0,1,0,3,2, ,2, ,52,1,1,4,30,0, ,2, , , , , , , ,1,1,1,1,1,1
5360001,1,1957,62,4,2,3,1,2,2,1,1,0,1,0,3,2, ,2, ,35,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
5360002,2,1960,59,4,2,6,1,2,2,1,1,0,1,0,3,2, ,2, ,34,2,2,2,15,0, ,2, , , , , , , ,2,2,1,2,2,2
5360003,2,1990,29,5,1,7,1,2,2,1,1,0,1,0,3,2, ,2, ,52,2,2,4,36,1,80,2, , , , , , , ,2,1,1,2,1,1
5360004,2,1993,26,5,1,6,1,2,2,1,1,0,1,0,3,2, ,2, ,35,2,2,4,36,1,80,2, , , , , , , ,2,1,1,1,1,1
5360005,2,1935,84,2,3,1,2,2,2,1,1,1,0,0, ,2, ,2, ,10, , ,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
5380001,1,1979,40,5,2,13,1,2,1,1,1,0,1,0,3,1,1,2, ,30,2,2,10,30,0, ,2, , , , , , , ,1,1,1,2,1,2
5380002,2,1980,39,5,2,1,2,1,1,1,1,0,1,0,3,1,1,2, ,28,2,2,6,50,0, ,2, , , , , , , ,2,1,1,2,1,2
5380003,2,2004,15,3,1,1,2,1,1,1,1,0,1,0,2,2, ,2, ,39,2,2,4,40,1,40,2, , , , , , , ,2,1,1,2,2,1
5380004,1,2005,14,3,1,1,2,1,1,1,1,0,1,0,2,2, ,2, ,18,2,2,6,48,0, ,1,1,2,2,2,1,5,0,2,1,1,2,1,1
5390001,2,1972,47,5,2,6,1,2,1,1,1,0,1,0,4,2, ,2, ,85,2,2,4,35,0, ,2, , , , , , , ,1,2,1,2,2,2
5390002,1,1973,46,5,2,13,1,2,1,1,1,0,1,0,2,1,1,2, ,60,1,1,2,20,0, ,2, , , , , , , ,1,1,1,1,1,1
5390003,2,2004,15,3,1,1,2,2,1,1,1,0,1,0,1,2, ,2, ,30,2,2,5,35,4,350,2, , , , , , , ,2,2,1,2,2,1
5390004,2,2007,12,2,1,1,2,2,1,1,1,0,1,0,1,2, ,2, ,19,2,2,3,21,0, ,1,1,2,2,2,1,0,30,2,2,1,2,2,2
5400001,1,1971,48,5,1,8,1,2,2,1,2,0,2,0,2,2, ,2, ,125,2,2,6,105,0, ,1,1,2,2,2,6,0,30,1,1,1,1,2,2
5400002,2,1973,46,5,2,10,1,2,2,1,1,0,1,0,3,2, ,2, ,28,2,1,2,20,0, ,1,1,2,2,2,5,1,0,1,1,1,2,2,1
5400003,2,2001,18,4,1,1,2,1,2,1,1,0,1,0,4,2, ,2, ,56,2,2,2,18,0, ,1,1,2,2,2,7,0,30,1,1,1,2,1,1
5400004,1,2005,14,3,1,1,2,1,2,1,1,0,1,0,3,2, ,2, ,18,2,2,1,10,0, ,1,1,2,2,2,7,0,20,2,1,1,2,2,1
5410001,1,1970,49,5,2,8,1,2,2,1,1,0,1,0,2,2, ,2, ,38,2,2,4,40,2,40,1,1,2,2,2,6,2,30,2,1,1,2,2,1
5410002,2,1973,46,5,2,1,2,1,2,1,1,0,1,0,2,2, ,2, ,38,2,2,2,24,2,30,1,1,2,2,2,6,1,0,2,1,1,2,2,1
5410003,2,2005,14,3,1,1,2,1,2,1,1,0,1,0,3,2, ,2, ,22,2,2,3,30,1,0,2, , , , , , , ,2,2,1,2,2,1
5410004,1,2008,11,2,1,1,2,1,2,1,1,1,0,0, ,2, ,2, ,12, , ,2,0,0, ,2, , , , , , , ,2,2,2,2,2,2
5410006,2,1935,84,2,3,1,2,2,2,1,1,1,0,0, ,2, ,2, ,12,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
5430001,1,1974,45,5,2,12,1,2,1,1,1,0,1,0,2,1,1,2, ,45,2,2,14,156,1,80,2, , , , , , , ,1,1,1,2,2,1
5430002,2,1975,44,5,2,4,1,2,1,1,1,0,1,0,2,2, ,2, ,38,2,2,5,55,0, ,2, , , , , , , ,1,1,1,2,2,2
5430003,2,2005,14,3,1,1,2,2,1,1,1,0,1,0,2,2, ,2, ,32,2,2,6,60,1,0,2, , , , , , , ,2,2,1,2,2,1
5430004,1,2010,9,2,1,1,2,2,1,2, , , , , ,1,1,2, , ,2,2,5,50,0, ,2, , , , , , , ,2,2,2,2,2,2
5440001,1,1975,44,6,2,12,1,2,1,1,1,0,1,0,3,2, ,1,1,65,2,2,6,60,0, ,1,1,2,2,2,3,0,30,1,1,1,2,2,2
5440002,2,1981,38,4,2,1,2,1,1,1,1,0,1,0,3,2, ,2, ,40,2,2,0, ,0, ,1,1,2,2,2,2,1,30,2,1,1,2,2,2
5440003,1,2007,12,2,1,1,2,2,1,1,1,1,0,0, ,2, ,2, ,21, , ,6,45,0, ,1,2,2,1,2,4,1,20,2,1,1,2,2,2
5440004,1,2009,10,2,1,1,2,2,1,2, , , , , ,2, ,2, , ,2,2,3,27,0, ,2, , , , , , , ,2,2,2,2,2,2
5450001,1,1973,46,4,2,8,1,1,1,1,1,0,1,0,3,2, ,2, ,50,2,2,2,20,0, ,2, , , , , , , ,1,2,1,2,2,1
5450002,2,1975,44,4,2,1,2,1,1,1,1,0,1,0,3,2, ,2, ,50,2,2,2,20,0, ,1,1,2,2,2,5,0,20,2,1,1,1,1,1
5450003,1,2006,13,3,1,1,2,2,1,1,1,1,0,0, ,2, ,2, ,15,2,2,4,30,0, ,2, , , , , , , ,2,1,2,2,2,2
5460002,2,1942,77,2,3,3,2,2,2,1,1,1,0,0, ,2, ,2, ,18, , ,2,0,0, ,2, , , , , , , ,2,2,2,2,2,2
5470001,1,1927,92,2,2,2,2,1,1,1,1,1,0,0, ,2, ,2, ,16,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
5470002,2,1939,80,2,2,1,2,1,1,1,1,1,0,0, ,2, ,2, ,16,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
5470003,1,1963,56,3,1,5,1,1,1,1,1,0,1,0,3,2, ,2, ,38,2,2,0, ,0, ,2, , , , , , , ,2,1,1,2,2,2
5490002,2,1936,83,2,3,3,2,1,2,1,1,1,0,0, ,2, ,2, ,15,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
5500001,2,1929,90,2,3,2,2,1,2,1,1,1,0,0, ,2, ,2, ,20, , ,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
5500002,2,1940,79,2,3,2,2,1,2,1,1,1,0,0, ,2, ,2, ,18,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
5510001,1,1946,73,3,2,2,2,1,2,1,1,1,0,0, ,2, ,2, ,16,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
5510002,2,1949,70,2,2,2,2,1,2,1,1,1,0,0, ,2, ,2, ,18,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
5520001,2,1927,92,2,3,2,2,1,2,1,1,1,0,0, ,2, ,2, ,15,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
5520002,2,1935,84,3,3,2,2,1,2,1,1,1,0,0, ,2, ,2, ,15,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
5530001,1,1970,49,5,2,8,1,2,2,1,1,0,1,0,3,2, ,2, ,42,2,2,2,22,0, ,2, , , , , , , ,2,1,1,2,2,2
5530002,2,1975,44,5,2,7,1,2,2,1,1,0,1,0,3,2, ,2, ,40,2,2,1,11,0, ,2, , , , , , , ,2,1,1,2,2,2
5530003,1,2002,17,4,1,1,2,2,2,2, , , , , ,2, ,2, , , , ,0, ,0, ,2, , , , , , , ,2,1,2,2,2,2
5530004,2,2004,15,3,1,1,2,2,2,1,1,0,1,0,3,2, ,2, ,40,2,2,4,48,0, ,2, , , , , , , ,2,1,1,2,2,1
5540001,1,1963,56,5,2,6,1,2,2,1,1,0,1,0,3,2, ,2, ,39,2,2,0, ,0, ,2, , , , , , , ,2,2,1,2,2,2
5540002,2,1961,58,5,2,1,2,2,2,1,1,0,1,0,3,2, ,2, ,40,2,2,10,80,0, ,2, , , , , , , ,2,2,2,2,2,2
5540003,1,1995,24,5,1,6,1,2,2,1,1,0,1,0,3,2, ,2, ,42,2,2,4,44,0, ,2, , , , , , , ,2,1,1,2,2,1
5540004,1,1997,22,5,1,1,2,2,2,1,1,0,1,0,3,2, ,2, ,49,2,2,5,55,0, ,2, , , , , , , ,2,1,1,2,2,1
5550001,2,1955,64,2,3,2,2,1,2,1,1,0,1,0,3,2, ,2, ,35,2,2,0, ,0, ,2, , , , , , , ,2,2,1,2,2,2
5550002,2,1946,73,2,3,2,2,1,2,1,1,0,1,0,3,2, ,2, ,38,2,2,0, ,0, ,2, , , , , , , ,2,2,1,2,2,2
5570001,1,1964,55,4,2,7,1,2,2,1,1,0,1,0,3,2, ,2, ,38,2,2,0, ,0, ,2, , , , , , , ,2,2,1,2,2,2
5570002,2,1972,47,3,2,1,2,2,2,1,1,0,1,0,3,2, ,2, ,35,2,2,0, ,0, ,2, , , , , , , ,2,2,1,2,2,2
5580001,1,1972,47,5,2,7,1,2,2,1,1,0,1,0,3,2, ,2, ,45,2,2,2,22,0, ,2, , , , , , , ,2,2,1,2,2,2
5580002,2,1974,45,5,2,1,2,2,2,1,1,0,1,0,3,2, ,2, ,43,2,2,4,44,0, ,2, , , , , , , ,2,2,1,2,2,2
5590001,1,1977,42,5,2,7,1,2,2,1,1,0,1,0,3,2, ,2, ,45,2,2,4,40,0, ,2, , , , , , , ,2,1,1,2,2,2
5590002,2,1975,44,5,2,1,2,2,2,1,1,0,1,0,3,2, ,2, ,40,2,2,4,40,0, ,2, , , , , , , ,2,2,1,2,2,2
5600001,1,1956,63,5,2,8,1,2,2,1,1,0,1,0,3,2, ,2, ,43,2,2,1,10,0, ,2, , , , , , , ,2,1,1,2,2,2
5600002,2,1963,56,5,2,1,2,2,2,1,1,0,1,0,3,2, ,2, ,40,2,2,1,10,0, ,2, , , , , , , ,2,2,1,2,2,2
5670001,1,1971,48,5,2,10,1,2,2,1,1,0,1,0,3,2, ,1,1,65,2,2,6,60,0, ,1,1,2,2,2,3,0,30,1,1,1,2,2,2
5670002,2,1971,48,4,2,1,2,1,2,1,1,0,1,0,3,2, ,1,2,65,1,1,2,30,0, ,1,1,2,2,2,2,0,40,1,1,1,1,1,1
5680001,2,1971,48,5,1,6,1,2,2,1,1,0,1,0,1,2, ,2, ,39,2,2,2,30,0, ,1,1,2,2,2,7,0,15,2,2,2,2,2,2
5690001,1,1953,66,4,2,6,1,2,2,1,1,0,1,0,3,2, ,2, ,38,2,2,2,22,0, ,2, , , , , , , ,2,2,1,2,2,2
5700002,2,1940,79,2,3,2,2,2,2,1,1,1,0,0, ,2, ,2, ,30,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
5720001,1,1943,76,2,2,2,2,2,2,1,1,1,0,0, ,2, ,2, ,15, , ,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
5720002,2,1952,67,2,2,1,2,2,2,1,1,1,0,0, ,2, ,2, ,150, , ,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
5720004,1,1999,20,5,1,1,2,2,2,1,1,0,1,0,3,2, ,2, ,50,2,2,0, ,0, ,2, , , , , , , ,2,1,1,1,1,1
5730001,1,1955,64,4,2,3,2,2,2,1,1,0,1,0,3,2, ,2, ,40,2,2,0, ,0, ,2, , , , , , , ,2,2,1,2,2,2
5730002,2,1959,60,3,2,2,2,2,2,1,1,0,1,0,3,2, ,2, ,40,2,2,0, ,0, ,2, , , , , , , ,2,2,1,2,2,2
5740001,1,1976,43,5,2,6,1,2,2,1,1,0,1,0,3,2, ,2, ,45,2,2,2,25,0, ,2, , , , , , , ,1,1,1,2,2,1
5740002,2,1975,44,5,2,1,2,2,2,1,1,0,1,0,3,2, ,2, ,40,2,2,3,35,0, ,1,1,2,2,2,5,0,20,2,1,1,2,2,1
5740003,1,2008,11,2,1,1,2,2,2,2, , , , , ,2, ,2, , , , ,4,20,3,50,2, , , , , , , ,2,2,2,2,2,2
5750001,1,1967,52,4,2,6,1,1,2,1,1,0,1,0,2,2, ,2, ,35,2,2,6,48,0, ,2, , , , , , , ,2,1,1,1,2,2
5750002,2,1970,49,4,2,4,1,2,2,1,1,0,1,0,2,2, ,2, ,35,2,2,8,56,0, ,2, , , , , , , ,1,1,1,2,2,2
5750003,1,2004,15,3,1,1,2,1,2,1,1,0,1,0,2,2, ,2, ,31,2,2,6,42,0, ,1,1,2,2,2,1,0,30,2,2,1,2,2,1
5750004,1,2005,14,3,1,1,2,1,2,1,1,0,1,0,2,2, ,2, ,21,2,2,6,42,0, ,2, , , , , , , ,2,1,1,2,2,1
5780001,2,1954,65,3,3,2,2,2,2,1,1,0,1,0,3,2, ,2, ,35,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
5780002,2,1989,30,5,1,5,1,2,2,1,1,0,1,0,3,2, ,2, ,46,2,2,2,20,0, ,2, , , , , , , ,2,1,1,2,2,2
5780003,1,1990,29,5,1,5,1,2,2,1,1,0,1,0,3,2, ,2, ,42,2,2,1,15,0, ,1,1,2,2,2,5,0,30,2,1,2,2,2,2
5790001,2,1944,75,2,3,5,1,2,2,1,1,1,0,0, ,2, ,2, ,18, , ,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
5800001,1,1963,56,5,2,7,1,2,2,1,1,0,1,0,3,2, ,2, ,38,2,2,1,12,0, ,2, , , , , , , ,2,2,1,2,2,2
5800002,2,1963,56,5,2,1,2,2,2,1,1,0,1,0,3,2, ,2, ,38,2,2,2,24,0, ,2, , , , , , , ,2,2,2,2,2,2
5800003,1,1993,26,5,1,5,1,2,2,1,1,0,1,0,3,2, ,2, ,44,2,2,3,36,0, ,2, , , , , , , ,2,1,1,2,2,1
5800004,1,1995,24,5,1,1,2,2,2,1,1,0,1,0,3,2, ,2, ,48,2,2,6,60,0, ,2, , , , , , , ,2,2,1,2,2,1
5830001,1,1963,56,5,2,7,1,2,2,1,1,0,1,0,3,2, ,2, ,35,2,2,4,44,0, ,2, , , , , , , ,2,1,1,2,2,2
5830002,2,1965,54,5,2,1,2,2,2,1,1,0,1,0,3,2, ,2, ,43,2,2,3,33,0, ,2, , , , , , , ,2,2,1,2,2,2
5830003,1,1995,24,5,1,1,2,2,2,1,1,0,1,0,3,2, ,2, ,54,2,2,4,48,0, ,2, , , , , , , ,2,2,1,2,2,1
5830004,1,1997,22,5,1,1,2,2,2,1,1,0,1,0,3,2, ,2, ,40,2,2,6,66,0, ,2, , , , , , , ,2,1,1,2,2,1
5840001,1,1960,59,5,2,8,1,2,2,1,1,0,1,0,3,2, ,2, ,40,2,2,3,36,0, ,2, , , , , , , ,2,1,1,2,2,2
5840002,2,1963,56,4,2,1,2,2,2,1,1,0,1,0,3,2, ,2, ,34,2,2,3,36,0, ,2, , , , , , , ,2,2,1,2,2,2
5840003,2,1991,28,5,1,6,1,2,2,1,1,0,1,0,3,2, ,2, ,40,2,2,6,72,0, ,2, , , , , , , ,2,1,1,2,2,1
5860001,1,1965,54,5,2,7,1,2,2,1,1,0,1,0,3,2, ,2, ,45,2,2,4,48,0, ,2, , , , , , , ,2,2,1,2,2,2
5860002,2,1967,52,5,2,1,2,2,2,1,1,0,1,0,2,2, ,2, ,46,2,2,4,40,0, ,2, , , , , , , ,2,1,1,2,2,2
5860003,1,1995,24,5,1,5,1,2,2,1,1,0,1,0,3,2, ,2, ,30,2,2,0, ,0, ,2, , , , , , , ,2,1,1,2,2,1
5860004,1,1996,23,5,1,3,2,2,2,1,1,0,1,0,3,2, ,2, ,38,2,2,6,66,0, ,2, , , , , , , ,2,1,1,2,2,1
5870001,2,1956,63,5,1,5,1,2,2,1,1,0,1,0,3,2, ,2, ,49,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
5880001,1,1959,60,5,2,7,1,2,2,1,1,0,1,0,3,2, ,2, ,45,2,2,3,36,0, ,2, , , , , , , ,2,1,1,2,2,2
5880002,2,1966,53,4,2,1,2,2,2,1,1,0,1,0,3,2, ,2, ,45,2,2,3,36,0, ,2, , , , , , , ,2,2,1,2,2,2
5890001,1,1966,53,4,2,9,1,2,2,1,1,0,1,0,3,2, ,2, ,38,2,2,2,22,0, ,2, , , , , , , ,2,2,1,2,2,2
5890002,2,1967,52,4,2,1,2,2,2,1,1,0,1,0,3,2, ,2, ,35,2,2,2,22,0, ,2, , , , , , , ,2,2,1,2,2,2
5930001,1,1963,56,5,2,18,1,2,2,1,1,0,1,0,2,1,1,1,1,43,2,2,10,100,2,150,1,1,2,2,2,5,0,20,1,1,1,2,2,1
5930002,2,1967,52,4,2,4,1,1,2,1,1,0,1,0,2,2, ,2, ,29,2,2,10,100,2,150,2, , , , , , , ,1,2,2,2,2,2
5930003,1,1993,26,5,1,7,1,1,2,1,1,0,1,0,2,1,1,1,1,52,2,2,12,100,0, ,1,1,2,2,2,5,0,30,1,1,1,2,2,1
5930004,1,1996,23,5,1,6,1,1,2,1,1,0,1,0,2,2, ,2, ,52,2,2,10,130,0, ,2, , , , , , , ,2,1,2,2,2,2
5960001,1,1964,55,4,2,6,1,2,2,1,1,0,1,0,3,2, ,2, ,45,2,1,0, ,0, ,2, , , , , , , ,2,2,1,2,2,2
5960002,2,1964,55,4,2,5,1,2,2,1,1,0,1,0,3,2, ,2, ,43,2,2,0, ,0, ,2, , , , , , , ,2,2,1,2,2,2
5960004,2,1992,27,4,1,5,1,2,2,1,1,0,1,0,3,2, ,2, ,78,2,2,1,15,1,20,2, , , , , , , ,2,1,1,2,2,1
5970001,2,1959,60,4,4,3,2,1,2,1,1,0,1,0,3,2, ,2, ,45,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
5990001,1,1945,74,2,3,3,2,1,2,1,1,1,0,0, ,2, ,2, ,38, , ,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
6000001,2,1940,79,2,3,3,2,2,2,1,1,1,0,0, ,2, ,2, ,18,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
6010001,2,1957,62,4,4,3,2,2,2,1,1,0,1,0,3,2, ,2, ,35,2,2,0, ,0, ,2, , , , , , , ,2,2,1,2,2,2
6030001,1,1971,48,4,1,1,2,2,2,1,1,0,1,0,3,2, ,2, ,58,2,2,0, ,0, ,2, , , , , , , ,2,2,1,2,2,2
6030002,2,1972,47,4,2,5,1,2,2,1,1,0,1,0,3,2, ,2, ,59,2,2,1,15,0, ,2, , , , , , , ,2,2,1,2,2,2
6030004,1,2004,15,3,1,1,2,2,2,1,1,0,1,0,3,2, ,2, ,32,2,2,1,10,0, ,2, , , , , , , ,2,1,1,2,2,2
6030005,2,2010,9,2,1,1,2,2,2,1,1,0,1,0,3,2, ,2, ,38,2,2,1,10,1,10,2, , , , , , , ,2,2,1,2,2,2
6040001,1,1965,54,4,4,6,1,2,2,1,1,0,1,0,3,2, ,2, ,42,2,2,0, ,0, ,2, , , , , , , ,2,2,1,2,2,2
6040004,2,1995,24,5,1,5,1,2,2,1,1,0,1,0,3,2, ,2, ,42,2,2,0, ,0, ,2, , , , , , , ,2,1,1,2,2,2
6050001,2,1958,61,2,4,3,2,2,2,1,1,0,1,0,3,2, ,2, ,38,2,2,0, ,0, ,2, , , , , , , ,2,2,1,2,2,2
6060001,1,1968,51,4,4,6,1,2,2,1,1,0,1,0,3,2, ,2, ,50,2,1,0, ,0, ,2, , , , , , , ,2,2,1,2,2,2
6060002,1,1991,28,4,1,1,2,2,2,1,1,0,1,0,3,2, ,2, ,38,2,2,1,10,0, ,2, , , , , , , ,2,1,1,2,2,2
6060003,2,1994,25,4,1,5,1,2,2,1,1,0,1,0,3,2, ,2, ,49,2,2,0, ,0, ,2, , , , , , , ,2,1,1,1,2,2
6070001,1,1977,42,4,2,6,1,2,2,1,1,0,1,0,3,2, ,2, ,48,2,2,0, ,0, ,2, , , , , , , ,2,1,1,2,2,1
6070002,2,1980,39,4,2,1,2,2,2,1,1,0,1,0,3,2, ,2, ,42,2,2,0, ,0, ,2, , , , , , , ,2,2,1,2,2,2
6120001,1,1978,41,5,2,11,1,2,2,1,1,0,1,0,2,1,1,2, ,35,2,2,3,24,0, ,2, , , , , , , ,1,1,1,2,1,2
6120002,2,1982,37,5,2,1,2,2,2,1,1,0,1,0,2,2, ,2, ,23,2,2,2,20,0, ,2, , , , , , , ,2,2,1,1,2,1
6120003,2,2012,7,2,1,1,2,2,2,1,1,0,0,1, ,2, ,2, ,8,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
6140001,2,1930,89,4,3,3,2,1,2,1,1,1,0,0, ,2, ,2, ,15,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
6150001,1,1974,45,5,2,7,1,1,1,1,1,0,1,0,2,2, ,1,1,17,2,2,2,50,0, ,2, , , , , , , ,2,1,1,2,2,2
6150002,2,1984,35,5,2,5,1,1,1,1,1,0,1,0,3,1,1,2, ,55,2,2,2,70,0, ,2, , , , , , , ,2,1,1,1,1,1
6150003,1,2007,12,2,1,1,2,1,1,2, , , , , ,1,1,2, , ,2,2,0, ,0, ,2, , , , , , , ,2,1,2,2,2,2
6150004,1,2010,9,2,1,1,2,1,1,2, , , , , ,1,1,2, , ,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
6150005,1,2013,6,1,1,1,2,1,1,2, , , , , ,2, ,2, , , , ,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
6160001,1,1977,42,5,2,6,1,2,2,1,1,0,1,0,3,2, ,2, ,59,2,2,1,10,0, ,2, , , , , , , ,1,1,1,2,2,2
6160002,2,1977,42,5,2,1,2,2,2,1,1,0,1,0,2,2, ,2, ,37,2,2,0, ,0, ,2, , , , , , , ,1,1,1,2,2,2
6160003,1,2003,16,4,1,1,2,2,2,1,1,0,1,0,3,2, ,2, ,33,1,2,0, ,0, ,1,1,2,2,2,1,1,0,1,1,1,2,1,2
6160004,2,2013,6,1,1,1,2,2,2,2, , , , , ,1,1,2, , ,2,2,0, ,0, ,2, , , , , , , ,2,2,2,2,2,2
6170002,2,1958,61,4,2,1,2,2,2,1,1,0,1,0,3,2, ,2, ,47,2,2,0, ,0, ,2, , , , , , , ,2,2,1,2,2,2
6170003,1,1983,36,5,1,6,1,2,2,1,1,0,1,0,3,2, ,2, ,69,2,2,5,150,1,50,1,1,2,2,2,5,0,30,1,1,1,2,2,2
6200001,1,1963,56,5,2,5,1,1,2,1,1,0,1,0,3,2, ,2, ,55,2,2,2,10,0, ,2, , , , , , , ,1,1,1,1,1,1
6200002,2,1964,55,4,2,1,1,1,2,1,1,0,1,0,3,2, ,2, ,35,2,2,2,20,0, ,2, , , , , , , ,2,1,1,2,2,2
6200102,2,1992,27,6,1,1,2,2,2,1,1,0,1,0,2,2, ,2, ,60,2,2,5,50,0, ,2, , , , , , , ,2,1,1,2,2,2
6200202,2,1993,26,5,1,6,1,2,2,1,1,0,1,0,3,2, ,2, ,130,2,2,12,100,0, ,2, , , , , , , ,2,1,1,2,2,2
6220002,2,1972,47,5,2,1,2,1,2,1,1,0,1,0,2,2, ,2, ,35,2,2,10,80,0, ,2, , , , , , , ,1,1,1,1,1,1
6220003,2,2002,17,4,1,1,2,2,2,1,1,0,1,0,2,2, ,2, ,35,2,2,24,120,0, ,2, , , , , , , ,2,1,1,2,2,1
6220004,2,2004,15,3,1,1,2,2,2,1,1,0,1,0,2,2, ,2, ,35,2,2,24,120,0, ,2, , , , , , , ,2,1,1,2,2,1
